edit_history_tweet_ids,in_reply_to_user_id,author_id,text,id,created_at,conversation_id,author_name,label,score
['1104242973515100160'],334032462,1102188822308290561,@flyethiopian Yaa I ready for,1104242973515100160,2019-03-09T04:50:15.000Z,1103651144675614721,Mohamed86791288,NEU,0.9364864230155945
['1104037327020658690'],334032462,103800136,@flyethiopian Sure! The Clock is ticking... Where is   @lucaswafula 's Luggage? @mikikimwang @kutasimiyu @MuthuiMkenya how do you fly someone's luggage and leave the owners behind? How many more days before he gets his property?#Fridaythoughts #SemaNaCitizen #SatisfyMe,1104037327020658690,2019-03-08T15:13:05.000Z,1103651144675614721,Timranks,NEU,0.6836947798728943
['1103948557533569024'],334032462,296721016,@flyethiopian @DiBrown5 Soft and beautiful pilot 👩‍✈️,1103948557533569024,2019-03-08T09:20:21.000Z,1103651144675614721,mr_onions101,POS,0.9729523062705994
['1103920805056995329'],334032462,1085223876827774976,@flyethiopian That captain😍😍 she's so beautiful,1103920805056995329,2019-03-08T07:30:04.000Z,1103651144675614721,futurist_son,POS,0.9866373538970947
['1103769996306640902'],334032462,279213337,"@flyethiopian Really? Still waiting for my luggage lost October 26,2018. The worst customer service ever. I have been successful telling people not to use this airline and I will continue until my luggage is found. #Boycottethiopianairline.",1103769996306640902,2019-03-07T21:30:48.000Z,1103651144675614721,huruyGK,NEG,0.9860044121742249
['1103751233221865472'],334032462,960473829041635328,@flyethiopian In addition to your prestigious carrier you are beautiful,1103751233221865472,2019-03-07T20:16:15.000Z,1103651144675614721,BisengimanaJon2,POS,0.9687655568122864
['1103740232594268160'],334032462,361158790,@flyethiopian @JoshSbSessions always make sure you only fly Ethiopian Airline. I hope we are together on this hehehe.,1103740232594268160,2019-03-07T19:32:32.000Z,1103651144675614721,JalumJ,NEU,0.5068809390068054
['1103706958983585799'],334032462,334589667,@flyethiopian @MariaSTsehai Tchaaa shangazi @MariaSTsehai tafadhali tafadhali naomba nitafutie mchumba Ethiopia.,1103706958983585799,2019-03-07T17:20:19.000Z,1103651144675614721,RealLuisMo,NEU,0.981261670589447
['1103687616019480577'],334032462,2725435124,@flyethiopian Very proud of you ladies! Bon voyage!,1103687616019480577,2019-03-07T16:03:27.000Z,1103651144675614721,dessmoll2019,POS,0.9925209283828735
['1103683319236046849'],334032462,1102499034877620225,@flyethiopian Good luck to those who will be part of this flight https://t.co/p4EUY2wp76,1103683319236046849,2019-03-07T15:46:23.000Z,1103651144675614721,WSAVIATION,POS,0.9773769974708557
['1103679084238913542'],334032462,1028619837998858242,@flyethiopian Stop sponsorship for genocide midea ❌#esat https://t.co/Bey4F2U36S,1103679084238913542,2019-03-07T15:29:33.000Z,1103651144675614721,MusiSoliyana,NEG,0.6591799855232239
['1103671100507074560'],334032462,879953537551257600,@flyethiopian Foolish and trash advert.,1103671100507074560,2019-03-07T14:57:50.000Z,1103651144675614721,AbebeRetta,NEG,0.9843018054962158
['1103654997181501440'],334032462,1076600989468246023,@flyethiopian 🔥🔥🔥🔥🔥🔥,1103654997181501440,2019-03-07T13:53:50.000Z,1103651144675614721,Manzman6,NEU,0.9624053239822388
