created_at,in_reply_to_user_id,author_id,conversation_id,id,edit_history_tweet_ids,text,author_name,label,score
2014-03-14T12:48:25.000Z,19106719,2198485368,443060945057636352,444455003273846784,['444455003273846784'],@MAS please retweet iPhones use a app called find my iphone families may be able to log on and get possible signal or position of plane,lee4_ryan,NEU,0.5684416890144348
2014-03-14T03:05:40.000Z,19106719,2177672006,443060945057636352,444308350935629824,['444308350935629824'],@MAS secara peribadi kehilangan #MH370 amat mengejutkan dan membuat saya sedih sepanjang hari.doa dan ♥.,ZairinIsmail,NEU,0.8319497108459473
2014-03-14T03:01:59.000Z,19106719,2177672006,443060945057636352,444307426230030336,['444307426230030336'],@MAS harap jumpa #MH370 dengan selamat.sokongan untuk MAS .doa dan♥.,ZairinIsmail,NEU,0.9693891406059265
2014-03-12T20:02:21.000Z,19106719,318310927,443060945057636352,443839432815566848,['443839432815566848'],@MAS we together in this..God shall open ways.,omondi001,POS,0.8535444736480713
2014-03-12T15:37:32.000Z,19106719,77980795,443060945057636352,443772789766361088,['443772789766361088'],"“@MAS For the families involved, every minute is like an hour. Please keep them in your thoughts as we ... http://t.co/8bV63u6gM5",din_se,NEU,0.9296293258666992
2014-03-12T05:26:07.000Z,19106719,571562732,443060945057636352,443618919559880704,['443618919559880704'],@MAS,Shines_ithaa,NEU,0.9518000483512878
2014-03-11T23:19:46.000Z,19106719,1928799600,443060945057636352,443526724513316864,['443526724513316864'],@MAS @yurikageyama its not just 239 something but people its a vast family of man woman relatives friends a human tragedy very sad,CClinchard,NEG,0.976590633392334
2014-03-11T16:10:00.000Z,19106719,242261748,443060945057636352,443418571268292609,['443418571268292609'],@MAS We will and we're behind you :),amarfrd,POS,0.9522866010665894
2014-03-11T13:09:50.000Z,19106719,1073485832,443060945057636352,443373231643561984,['443373231643561984'],@mas God almighty help your people,GatibaruJoram,POS,0.8839926719665527
2014-03-11T08:21:30.000Z,19106719,74386621,443060945057636352,443300671249731584,['443300671249731584'],@MAS @Olivia_Coriaty omg this is real?!!?!?!?,Drkilluzionz,NEU,0.7944611310958862
2014-03-11T08:01:01.000Z,19106719,591583241,443060945057636352,443295515724107776,['443295515724107776'],@MAS,JorinMarattil,NEU,0.9518000483512878
2014-03-11T05:10:54.000Z,19106719,49043320,443060945057636352,443252702420557824,['443252702420557824'],@MAS This is heartbreaking! =(,achidente,NEG,0.9831420183181763
2014-03-11T01:06:54.000Z,19106719,269168007,443060945057636352,443191297507995648,['443191297507995648'],"@MAS will pray for MH370 and the Families involved...hope can find MH370 asap...all my thoughts n prayer with 'em,God Bless.",c4n6y91rl,POS,0.7239823341369629
2014-03-11T00:46:47.000Z,19106719,263122095,443060945057636352,443186237315112960,['443186237315112960'],@MAS and what of the phones that have rung out suggesting that the passengers r still alive?,JCisJD,NEU,0.8846704363822937
2014-03-11T00:39:41.000Z,19106719,2373380934,443060945057636352,443184448553484288,['443184448553484288'],@MAS MH 370..plesz come back.,masz_k,NEU,0.7237944006919861
2014-03-10T23:07:06.000Z,19106719,20794676,443060945057636352,443161151434539008,['443161151434539008'],"@MAS please try coordinates 7 40' 24.83"" N  103 47' 23.13 E  I work for an exploration tech. that searches for assets on and off shore",osgood9,NEU,0.9770276546478271
2014-03-10T21:21:24.000Z,19106719,2237991834,443060945057636352,443134548214554625,['443134548214554625'],@MAS Praying for a miracle! Prayers with the families,PlatePlanePlace,NEU,0.5626048445701599
2014-03-10T19:50:50.000Z,19106719,1635499843,443060945057636352,443111759302651905,['443111759302651905'],@MAS @gbengasesan my heart goes unto them all........,Vikkylogistics,NEU,0.8775936365127563
2014-03-10T19:26:35.000Z,19106719,279143490,443060945057636352,443105656208257024,['443105656208257024'],@MAS 🙏🙏🙏🙏🙏🙏🙏🙏,italygirl330,NEU,0.9215203523635864
2014-03-10T19:25:56.000Z,19106719,1634890652,443060945057636352,443105493385359360,['443105493385359360'],@MAS kindly use GPS to track the ringing phones,zenspeculator,NEU,0.6795881986618042
2014-03-10T19:25:16.000Z,19106719,103707227,443060945057636352,443105325055754241,['443105325055754241'],"@MAS we are praying here in the US, for our fellow citizens and each member aboard as well as their loved ones. Painfully unimaginable.",RealBreeHines,NEU,0.7683227062225342
2014-03-10T19:02:14.000Z,19106719,1872553843,443060945057636352,443099528778895361,['443099528778895361'],@MAS http://t.co/oqz0EacXWk via @Terasposcom,zaskia_imoet1,NEU,0.9631909132003784
2014-03-10T18:57:48.000Z,19106719,503064233,443060945057636352,443098410166792192,['443098410166792192'],@MAS   They are in my thoughts and prayers. .GOD BLESS THOSE WHO LOST THEIR LIVES.,vickiemanthei,NEU,0.5964382290840149
2014-03-10T18:28:31.000Z,19106719,29881297,443060945057636352,443091042884411393,['443091042884411393'],@MAS we continue to pray and our thoughts with you and families. No one in this world  would like to happen  to anyone like these. Hoping x,RemySmithUK,NEU,0.5646159648895264
2014-03-10T18:20:53.000Z,19106719,27840350,443060945057636352,443089122048376832,['443089122048376832'],"Unimaginable...""@MAS: For the families, every minute is like an hour. Please keep them in your thoughts as we continue to search for MH370""",DonChampionTV,NEU,0.9516000747680664
2014-03-10T17:42:56.000Z,19106719,1880278158,443060945057636352,443079572331175937,['443079572331175937'],@MAS @ChristianL4dy Continuing prayers for all involved.,vixoconn,POS,0.8115919828414917
2014-03-10T17:41:54.000Z,19106719,1953712830,443060945057636352,443079312636260353,['443079312636260353'],"@MAS hope they are save in the airplane..
will pray #mh370 .",AmarZura,POS,0.5403579473495483
2014-03-10T17:00:24.000Z,19106719,250580338,443060945057636352,443068867414204417,['443068867414204417'],Semoga segala usaha @MAS &amp; semua orang mendatangkan hasil. All the best!,21Nurull,POS,0.9746628999710083
2014-03-10T16:52:54.000Z,19106719,1394844276,443060945057636352,443066978454892546,['443066978454892546'],@MAS,yuaysh,NEU,0.9518000483512878
2014-03-10T16:45:13.000Z,19106719,78582104,443060945057636352,443065046415839236,['443065046415839236'],"@MAS just want to know why you let 2 stranger get in the airplane? When they checked in, you can see their passport! Right?",SeenWorld,NEG,0.921019434928894
2014-03-10T16:42:36.000Z,19106719,2378820996,443060945057636352,443064388669288448,['443064388669288448'],@MAS wish u a good luck. And may God always with u all. Hope to hear some good news. ;-),nurhabibahkamal,POS,0.9921257495880127
2014-03-10T16:37:50.000Z,19106719,66035059,443060945057636352,443063187458760704,['443063187458760704'],@MAS grow up,karen_xxxxxxx,NEU,0.8503431677818298
2014-03-10T16:37:27.000Z,19106719,2192140626,443060945057636352,443063092012789760,['443063092012789760'],"@MAS highly appreciate the way u handling this issue with full patience and care, my prayers are always with them",soondelion,POS,0.9867558479309082
2014-03-10T16:35:18.000Z,19106719,83403638,443060945057636352,443062551438299137,['443062551438299137'],@MAS May All our prayers be with you. Semoga Allah memberikan petunjuk dalam mencari pesawat yang hilang serta penumpang yang selamat,ChaozCrazee,POS,0.689922571182251
2014-03-10T16:35:15.000Z,19106719,393437522,443060945057636352,443062537882324992,['443062537882324992'],"@MAS I need a quick confirmation about 8°41'42.5""N 106°35'25.5""E . its spreading among us. Pls.",Izifah_Diza,NEU,0.9802400469779968
2014-03-10T16:33:33.000Z,19106719,2382347892,443060945057636352,443062110952493056,['443062110952493056'],"@MAS gud luck,i always pray for MH370",037a6ea233d04a3,POS,0.9052342772483826
2014-03-10T16:33:21.000Z,19106719,251901294,443060945057636352,443062058104258560,['443062058104258560'],@MAS although its hard but pls do what u guys thnk d best.u hv d entire nation to support u.we believe in u.,syazwaninawzays,POS,0.9597470760345459
2014-03-10T16:32:35.000Z,19106719,2326666711,443060945057636352,443061866751750144,['443061866751750144'],@MAS InsyaAllah..,ainjalanni,NEU,0.9530068039894104
2014-03-10T16:32:26.000Z,19106719,197778353,443060945057636352,443061829468557312,['443061829468557312'],"@MAS I think you guys should check the Tohchu Island,its land and water.idk but just give a try",Lover_rukil,NEU,0.9709283113479614
2014-03-10T16:31:59.000Z,19106719,209980967,443060945057636352,443061717946212352,['443061717946212352'],@MAS @inquirerdotnet Lord please...feeling sad :(,loica0802,NEG,0.9796363115310669
2014-03-10T16:31:54.000Z,19106719,323721775,443060945057636352,443061694437154816,['443061694437154816'],@MAS I have two things in my mind .. 1) its hijacked 2) vietnam shot it down (entering their waters without notifying them),TheRealShaz91,NEG,0.8841883540153503
2014-03-10T16:31:42.000Z,19106719,463449826,443060945057636352,443061644122279936,['443061644122279936'],@MAS of course. God be with you all :),mskiddie18,POS,0.9901208877563477
2014-03-10T16:31:32.000Z,19106719,1334601709,443060945057636352,443061604238635008,['443061604238635008'],@MAS V All R Praying ! God Bless !,Drsheikhamina,POS,0.985640287399292
2014-03-10T16:31:23.000Z,19106719,328101262,443060945057636352,443061565819195393,['443061565819195393'],@MAS prayers for answers soon.,TanyaNoyes,POS,0.6703447103500366
2014-03-10T16:31:14.000Z,19106719,140324109,443060945057636352,443061526887694336,['443061526887694336'],@MAS highly appreciate the way you are handling this sensitive issue wth utmost patience and care. Prayers for the missing.,rocky_karthik,POS,0.9475224018096924
