conversation_id,edit_history_tweet_ids,id,text,created_at,in_reply_to_user_id,author_id,author_name,label,score
446129311204921344,['446367095408697345'],446367095408697345,@MAS maybe it would be helpful to check the cell-phone connections of pax and crew to locate mh370.,2014-03-19T19:26:23.000Z,19106719,106910371,PitVetterick,NEU,0.9646756052970886
446129311204921344,['446209352282537984'],446209352282537984,@MAS I must admit this hasn't been handled very well. Find the bloody plane quick smart just imagine what the families r going though,2014-03-19T08:59:34.000Z,19106719,1313065082,TheOldDust03,NEG,0.9529228806495667
446129311204921344,['446193182934450177'],446193182934450177,@MAS MH370 I know you're somewhere out there. Somewhere far away.Please come back,2014-03-19T07:55:19.000Z,19106719,1423478671,alrenanini,NEU,0.9132208228111267
446129311204921344,['446184488868265985'],446184488868265985,@MAS uLook for the plane next to Thailand,2014-03-19T07:20:46.000Z,19106719,1187219744,Aa1756644,NEU,0.9801062941551208
446129311204921344,['446169762390081536'],446169762390081536,"@MAS helping you.NEXT TIME,all flights,in that AIR CORRIDORS,shall fly low,with out emergency,like STORMY WEATHERS,or take off/landing.tq",2014-03-19T06:22:15.000Z,19106719,580938218,timewarp3369,POS,0.5096646547317505
446129311204921344,['446169297652822016'],446169297652822016,"@MAS helping you..fall of rushion super jet near indonesian volcano,plus MAS,plane confirming the FACT,that low flying in that AIR CORIDORS",2014-03-19T06:20:24.000Z,19106719,580938218,timewarp3369,NEU,0.6045200228691101
446129311204921344,['446168720290115584'],446168720290115584,"@MAS helping you...PREVIOUS RECORD OF FLYING ,in the same ,turning point.is IMPORTANT.did,they,made any TURNS,on the the SAME SPOT,before",2014-03-19T06:18:06.000Z,19106719,580938218,timewarp3369,NEU,0.755306601524353
446129311204921344,['446168084723007488'],446168084723007488,"@MAS .helping you.in cases of MISSING PLANES.the pilot MIND READING,is EXTREMELY IMPORTANT.so why was he flying low ?",2014-03-19T06:15:35.000Z,19106719,580938218,timewarp3369,NEG,0.8018221259117126
446129311204921344,['446146272005586944'],446146272005586944,@MAS hoping this tragedy comes to a conclusion soon for the families,2014-03-19T04:48:54.000Z,19106719,26381387,ventimocha,NEG,0.8667994737625122
446129311204921344,['446141233035878400'],446141233035878400,@MAS Pray For MH370,2014-03-19T04:28:53.000Z,19106719,2251181102,jackson96_11,NEU,0.9485717415809631
446129311204921344,['446132690727612416'],446132690727612416,@MAS where is the plane? Is your pilot a terrorist?,2014-03-19T03:54:56.000Z,19106719,241390675,LerakeshVizo,NEG,0.9266186356544495
446129311204921344,['446131376073371649'],446131376073371649,@MAS kesih orang2 kt dlm pesawat mas,2014-03-19T03:49:43.000Z,19106719,384679203,naziruzzaman,NEU,0.973932147026062
