created_at,id,author_id,text,conversation_id,in_reply_to_user_id,edit_history_tweet_ids,author_name,label,score
2014-03-14T02:16:38.000Z,444296013168128000,378431389,Where did that aircraft crash after it was shot down? “@MAS: The SAR teams from all over the world have come forward http://t.co/7HeaLIbBnk”,442847673842823168,19106719,['444296013168128000'],TENorton,NEU,0.9096313118934631
2014-03-10T18:20:20.000Z,443088985397547008,481284076,@MAS @eddydaud While we have hope n prayers for MH370 to come home SARs suggest we r looking for debris. No initiatives 2locate alive MH370,442847673842823168,19106719,['443088985397547008'],kontarOP,NEU,0.8695156574249268
2014-03-10T07:59:40.000Z,442932787889192960,1537927190,@MAS it's fantastic how people all pull together in an emergency.,442847673842823168,19106719,['442932787889192960'],PacificWingsMag,POS,0.9855374693870544
2014-03-10T07:31:33.000Z,442925713797042176,479271038,@MAS As per news if cellphone is ringing of one/many of the passengers then plz ask the network to trace the tower,442847673842823168,19106719,['442925713797042176'],KokoPatro,NEU,0.9158077239990234
2014-03-10T06:37:02.000Z,442911990579990528,82076405,@MAS http://t.co/OZObeb5gOX,442847673842823168,19106719,['442911990579990528'],arunjei,NEU,0.9626277685165405
2014-03-10T06:35:07.000Z,442911510558294017,282854342,Reply to @MAS why aren't any of you asking for submarines and under water vehicles given likelihood of parts of plane and FUEL SLICK,442847673842823168,19106719,['442911510558294017'],The1770Impact,NEU,0.8810698390007019
2014-03-10T06:03:13.000Z,442903480458412032,1302386276,@MAS doa kami ada untuk MAS,442847673842823168,19106719,['442903480458412032'],H_Zafril,NEU,0.9644637703895569
2014-03-10T06:03:09.000Z,442903465350553601,2378820996,@MAS please update the news..we really want to know what happen. :'(,442847673842823168,19106719,['442903465350553601'],nurhabibahkamal,NEG,0.6584218740463257
2014-03-10T05:25:58.000Z,442894105698250754,2381571368,@MAS Bullshit how does a plane just go 'missing' we all know its a terrorist attack. FUCK,442847673842823168,19106719,['442894105698250754'],PlaneMissing,NEG,0.9851800203323364
2014-03-10T05:14:51.000Z,442891309397708800,249485643,"They said When, not If. ""When the aircraft is located,..."" TQ 4 d hope, @MAS! We'r all in this 2gether. #PrayForMH370 http://t.co/3OywCKJeII",442847673842823168,19106719,['442891309397708800'],inessukamakan,NEU,0.8347593545913696
2014-03-10T04:50:46.000Z,442885248863326208,2351564263,@MAS KUASA ALLAH @PUN PERBUATAN KHIANAT MANUSIA.. JGN PUTUS ASA.. BERUSAHA..BERDOA..BERTAWAKAL..,442847673842823168,19106719,['442885248863326208'],acapsalmah,NEU,0.9364441633224487
2014-03-10T04:09:45.000Z,442874927104798721,170977661,@MAS Sincere prayers from all of us.. #PrayForMH370 .. Amen..,442847673842823168,19106719,['442874927104798721'],nfakurazi,POS,0.5117800831794739
2014-03-10T03:28:57.000Z,442864658676842496,308386929,@MAS Well I think they crashed in the ocean. But there was an island like three miles away and there at the island.,442847673842823168,19106719,['442864658676842496'],Samanthanthia,NEU,0.759413480758667
2014-03-10T03:24:33.000Z,442863553415233537,2354823771,@MAS,442847673842823168,19106719,['442863553415233537'],elsaperezlugo,NEU,0.9518000483512878
2014-03-10T03:01:55.000Z,442857854773366784,31370842,@MAS well done for the hard work. 辛苦了，马航 :),442847673842823168,19106719,['442857854773366784'],zhuanna,POS,0.9919854402542114
2014-03-10T02:58:22.000Z,442856964444262400,345242547,@MAS you r still in our hearts,442847673842823168,19106719,['442856964444262400'],zerra82,POS,0.7873108386993408
2014-03-10T02:51:31.000Z,442855240820613120,2320106744,"@MAS Salam Sejahtera dunia...rasany bkn rakyat Malaysia shj yg sdg brsedih ktika ini,mlh sluruh Dunia turut merasa sedih...BERDOALAH..",442847673842823168,19106719,['442855240820613120'],shaoidet77,NEU,0.9687156677246094
2014-03-10T02:47:04.000Z,442854120152514560,408198941,@MAS @lopezdoriga muy burn trabajo en la television joaquin,442847673842823168,19106719,['442854120152514560'],JoseIFloresLeal,NEU,0.971382200717926
2014-03-10T02:45:44.000Z,442853781772836864,408198941,@MAS @lopezdoriga Te la pasas cachetona Joaquin,442847673842823168,19106719,['442853781772836864'],JoseIFloresLeal,NEU,0.9767493009567261
2014-03-10T02:45:33.000Z,442853735736172544,387050883,@MAS all the best..god bless,442847673842823168,19106719,['442853735736172544'],wowwee63,POS,0.9918361306190491
2014-03-10T02:43:46.000Z,442853289919410176,486513354,"@MAS it's the only decent thing to do, humans helping other humans sans the politics",442847673842823168,19106719,['442853289919410176'],mr_henry_lee,POS,0.9048410654067993
2014-03-10T02:38:28.000Z,442851955463819264,975242346,@MAS thanks for the painstaking endurance,442847673842823168,19106719,['442851955463819264'],nyanasegaran700,POS,0.9799469113349915
2014-03-10T02:36:50.000Z,442851545630400512,434481161,@MAS I send you a big hug and my best wishes from Spain !! 🇪🇸,442847673842823168,19106719,['442851545630400512'],Bcap1979,POS,0.9892760515213013
2014-03-10T02:32:49.000Z,442850533313744896,106968591,@MAS MAS is still my favourite and priority airline.,442847673842823168,19106719,['442850533313744896'],rajlira,POS,0.9878106117248535
2014-03-10T02:30:33.000Z,442849961948889088,864233112,LATEST MEDIA STATEMENT via @MAS regarding #MH370 here: http://t.co/xksOQl2pHT,442847673842823168,19106719,['442849961948889088'],tomkorocz,NEU,0.9776010513305664
2014-03-10T02:23:53.000Z,442848286165041152,287086794,@MAS touched. This is the real meaning of unity and humanity,442847673842823168,19106719,['442848286165041152'],CheongYewKen,POS,0.9771164059638977
