created_at,id,text,in_reply_to_user_id,author_id,conversation_id,edit_history_tweet_ids,author_name,label,score
2014-03-12T14:55:51.000Z,443762300445405184,@MAS #MASalert perhaps it was swallowed up by a shark,19106719,1947883303,443616872185884672,['443762300445405184'],AvremelNowMoshi,NEU,0.5865819454193115
2014-03-12T10:31:59.000Z,443695895301742592,@MAS what about the 'bomoh' things?,19106719,2286801258,443616872185884672,['443695895301742592'],michelineshery,NEU,0.9569972157478333
2014-03-12T10:31:11.000Z,443695693186596864,"@MAS  supposed army radar officer inform DCA immediately,when he detected the.plane turn back for clarification.Must get ready fighter jet.",19106719,482535427,443616872185884672,['443695693186596864'],yasirzaim,NEU,0.9542955160140991
2014-03-12T10:17:18.000Z,443692198370881536,"@MAS I pray for u, God  give u a miracle. Trust it, belive it.",19106719,1010812056,443616872185884672,['443692198370881536'],JosuaNoeng,POS,0.9518521428108215
2014-03-12T09:10:07.000Z,443675293392203776,@MAS The information provided by the Malaysian authorities just goes to show there is very poor management. http://t.co/YLUGXa6FYL,19106719,406679671,443616872185884672,['443675293392203776'],DriesenBrandon,NEG,0.9842149615287781
2014-03-12T08:53:42.000Z,443671159264268288,@MAS,19106719,1394844276,443616872185884672,['443671159264268288'],yuaysh,NEU,0.9518000483512878
2014-03-12T08:14:07.000Z,443661200216170496,@MAS your government is misleading the world so you can destroy the evidence. You kewn where the plane went.,19106719,115482618,443616872185884672,['443661200216170496'],tiawaiata,NEG,0.981459379196167
2014-03-12T06:30:08.000Z,443635032209371136,"@MAS so they don't talk to media, no doubt....*sloppiness* Delays, little comment due to fears of litigation..",19106719,282854342,443616872185884672,['443635032209371136'],The1770Impact,NEG,0.9726003408432007
2014-03-12T06:15:48.000Z,443631424290045952,@MAS semoga pesawat MH370 cpt di temukan....dan keluarga penumpang MH370 di beri ketabahan...... AMIIIIINNN,19106719,2362933758,443616872185884672,['443631424290045952'],IwanDem,NEU,0.9509629607200623
2014-03-12T05:42:22.000Z,443623010000306177,@MAS don't lie. Where is it? You knew it,19106719,2182061072,443616872185884672,['443623010000306177'],ELESMARTelect,NEG,0.5597549080848694
2014-03-12T05:35:36.000Z,443621308417310721,"Latest Media Statement from @MAS regarding #MH370 ..http://t.co/xksOQl2pHT
#MASalert",19106719,864233112,443616872185884672,['443621308417310721'],tomkorocz,NEU,0.9810280203819275
2014-03-12T05:23:46.000Z,443618328947740672,@MAS   I ASK THAT YOU PRAY FOR THE FAMILIES AS THEY WAIT THUR THIS HORRIBLE EXPERIENCE. SOME THING THAT ONLY GOD CAN HELP.,19106719,503064233,443616872185884672,['443618328947740672'],vickiemanthei,NEG,0.5300384759902954
