created_at,in_reply_to_user_id,author_id,conversation_id,id,edit_history_tweet_ids,text,author_name,label,score
2014-04-06T12:14:32.000Z,19106719,1954347631,451315011671965697,452781398391136257,['452781398391136257'],@MAS nak jumpa MH370? Wallahi! WAJIB mana2 phk transfer dulu RM2juta ke Maybank no.156012053926 utk kos buat ilmughaibNYA 12hari brturut2!!!,Muja25W,NEU,0.9626057147979736
2014-04-06T05:26:20.000Z,19106719,2321534966,451315011671965697,452678672634241025,['452678672634241025'],@MAS thats is @MAS is my choice.. :),alex_skion,POS,0.9554903507232666
2014-04-04T12:56:30.000Z,19106719,1883314560,451315011671965697,452067185100201985,['452067185100201985'],@MAS @hakimhorace Truly Malaysia spirit. Keep up MAS#,safiyatul_husna,POS,0.6223537921905518
2014-04-03T16:05:12.000Z,19106719,1390490772,451315011671965697,451752284041793536,['451752284041793536'],@MAS @hakimhorace We continue to pray for all those on MH370. Let's join together all around the world. Continued HOPE.,Talkingpoint101,POS,0.9064760208129883
2014-04-03T14:06:39.000Z,19106719,406290393,451315011671965697,451722449185275905,['451722449185275905'],"“@MAS: Thank you for your kind words ""@hakimhorace Such dedication is hard to find, almost brought tears to my eyes."" Thats d crew 4 u 👍",bevng1971,POS,0.9902974963188171
2014-04-03T11:06:25.000Z,19106719,2373865598,451315011671965697,451677093550497794,['451677093550497794'],@MAS @hakimhorace malaysian airline crews are the best.,svahwyn,POS,0.9895765781402588
2014-04-03T08:50:07.000Z,19106719,1394844276,451315011671965697,451642793367056384,['451642793367056384'],@MAS,yuaysh,NEU,0.9518000483512878
2014-04-03T07:30:48.000Z,19106719,2177672006,451315011671965697,451622831294382080,['451622831294382080'],@MAS @hakimhorace MAS the best airlines.♥,ZairinIsmail,POS,0.9669641256332397
2014-04-03T04:57:46.000Z,19106719,148246437,451315011671965697,451584320004567040,['451584320004567040'],Have been flying with @MAS  and will continue to fly with @MAS.,yaty2508,NEU,0.7300521731376648
2014-04-03T04:51:52.000Z,19106719,43241151,451315011671965697,451582833539026944,['451582833539026944'],@MAS @hakimhorace Flight Attendant Air Asia boleh buat macam ni ke?,mslatipah,NEU,0.9812859296798706
2014-04-03T04:43:56.000Z,19106719,60518094,451315011671965697,451580839592079360,['451580839592079360'],@MAS ...truly Asia.,MwangP01,NEU,0.9678930640220642
2014-04-03T04:25:47.000Z,19106719,2207361583,451315011671965697,451576271445569536,['451576271445569536'],@MAS @hakimhorace mas airlines always the best,haimieabuhassan,POS,0.987345278263092
2014-04-03T04:24:46.000Z,19106719,2207361583,451315011671965697,451576015790170113,['451576015790170113'],@MAS @hakimhorace,haimieabuhassan,NEU,0.9724081158638
2014-04-03T04:08:06.000Z,19106719,44534948,451315011671965697,451571819112173569,['451571819112173569'],@MAS @hakimhorace thumbs up!,zaminx,NEU,0.6630346775054932
2014-04-03T04:05:02.000Z,19106719,313836659,451315011671965697,451571048413028352,['451571048413028352'],@MAS @hakimhorace never doubt that MAS is still the best..everyone who hv travel with MAS will alwy feel safe cmpre to other airlines..,shahgoonerz,POS,0.9824526309967041
2014-04-03T03:52:24.000Z,19106719,250063044,451315011671965697,451567870544060417,['451567870544060417'],@MAS  I have always had the best service on Malaysian Airlines,Syedasd,POS,0.9914828538894653
2014-04-03T03:44:44.000Z,19106719,164522391,451315011671965697,451565941390733312,['451565941390733312'],@MAS @hakimhorace salute!! bb,NSwawa89,POS,0.9011082649230957
2014-04-03T03:38:28.000Z,19106719,2236062752,451315011671965697,451564365234196480,['451564365234196480'],@MAS @hakimhorace yes MAS is the best,GanieLinda,POS,0.9835439324378967
2014-04-03T03:34:36.000Z,19106719,89614381,451315011671965697,451563389773287424,['451563389773287424'],@MAS @hakimhorace this is purely Malaysian Hospitality.. keep up the good job! :),rahmanhamid,POS,0.966768205165863
2014-04-03T03:27:37.000Z,19106719,2222183271,451315011671965697,451561630800048128,['451561630800048128'],@MAS @hakimhorace touched my heart,Queenbee210591,POS,0.8826718926429749
2014-04-03T03:22:43.000Z,19106719,2377387380,451315011671965697,451560401189101569,['451560401189101569'],@MAS @hakimhorace MAS best!,HiHiStoreMYS,POS,0.9813236594200134
2014-04-03T03:20:22.000Z,19106719,2299496815,451315011671965697,451559809171476480,['451559809171476480'],@MAS @hakimhorace mas is the best 😭😭😭😭😭😭😭,ZihazaS,POS,0.9901914596557617
2014-04-03T03:19:36.000Z,19106719,2319397933,451315011671965697,451559615830818816,['451559615830818816'],@MAS @beylaahmmad @hakimhorace  the best of the best!,azmi_1980,POS,0.987555205821991
2014-04-03T03:18:56.000Z,19106719,237105854,451315011671965697,451559445995069440,['451559445995069440'],@MAS @hakimhorace thumbs up ^_^ http://t.co/4ZH8ra9d7V,AleyArif,NEU,0.4992222487926483
