created_at,in_reply_to_user_id,author_id,conversation_id,id,edit_history_tweet_ids,text,author_name,label,score
2014-03-09T16:27:15.000Z,19106719,2380692726,442586625411788800,442698136381706240,['442698136381706240'],@MAS try matching the oil found on the waters to that of used it the plane... it may help out ri8??,Kapil17841424,NEU,0.7573883533477783
2014-03-09T13:45:56.000Z,19106719,1098257989,442586625411788800,442657539365154816,['442657539365154816'],Our thoughts n prayers with all involved in @MAS incident.,DrMd9,NEU,0.8347204923629761
2014-03-09T13:23:20.000Z,19106719,9219982,442586625411788800,442651853864439808,['442651853864439808'],@MAS Hopefully it can be located soon. My thoughts &amp; prayers with all the crew &amp; passengers &amp; their family.,MartaZeng,POS,0.5361252427101135
2014-03-09T13:07:13.000Z,19106719,72445176,442586625411788800,442647796899131392,['442647796899131392'],@MAS Hope MAS has checked the cargo manifest of MH 370 to see if there was any DG goods on board,suba6975,NEU,0.9811433553695679
2014-03-09T13:04:00.000Z,19106719,1913542489,442586625411788800,442646989595893760,['442646989595893760'],@MAS I am crazy. my friend... promised me he will come back... but where is he....,vicky97917,NEG,0.9125041961669922
2014-03-09T12:52:02.000Z,19106719,406443515,442586625411788800,442643977486221312,['442643977486221312'],"@MAS you could have lots of info, eg. luggage from two passengers with stolen passports, their video when through security check...",sunnynorthbear,NEU,0.7837108373641968
2014-03-09T12:48:56.000Z,19106719,1423478671,442586625411788800,442643196904878081,['442643196904878081'],@MAS @MAS keep it up We all are still praying for MH370,alrenanini,NEU,0.7425521016120911
2014-03-09T12:27:40.000Z,19106719,2323600819,442586625411788800,442637844389957632,['442637844389957632'],@MAS,Craziixz,NEU,0.9518000483512878
2014-03-09T12:25:32.000Z,19106719,363529149,442586625411788800,442637306730524672,['442637306730524672'],@MAS 3 hours already,_GordonGao,NEU,0.8888366222381592
2014-03-09T12:20:40.000Z,19106719,182384436,442586625411788800,442636082966835200,['442636082966835200'],@MAS :(,terinewyork,NEG,0.973556399345398
2014-03-09T12:05:05.000Z,19106719,189817340,442586625411788800,442632158931210240,['442632158931210240'],Been 3 RT @MAS: No new update as yet but the search &amp; rescue teams are hard at work. Next tweet in an hour or two depending on developments.,kai_kaenoi,NEU,0.9568907618522644
2014-03-09T11:40:25.000Z,19106719,2200480554,442586625411788800,442625951252242432,['442625951252242432'],@MAS need keep on going as you carry our hope and pride,michaelkk59,POS,0.8607867360115051
2014-03-09T11:03:00.000Z,19106719,391829634,442586625411788800,442616537447276544,['442616537447276544'],“@MAS: No new update as yet but the search &amp; rescue teams are hard at work. Next tweet in an hour or two depending on developments.”,Maneenat_TPBS,NEU,0.8861333727836609
