text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
@flyethiopian Congratulations!! Is there any plan to start a direct flight to Atlanta?,334032462,"6 April 2019, 4:46:59 PM",1112979355167326209,1114464509769519105,['1114464509769519105'],963301513,elittd,POS,0.9804390668869019
@flyethiopian @Antesho19 #EthiopianAirlines Proud of you,334032462,"5 April 2019, 1:29:12 AM",1112979355167326209,1113871152567521280,['1113871152567521280'],921683130997788672,YarminaY,POS,0.9894456267356873
@flyethiopian Bravo!!!,334032462,"3 April 2019, 1:02:17 PM",1112979355167326209,1113320796473180160,['1113320796473180160'],4529375896,siachitoba,POS,0.914566695690155
@flyethiopian It deserves to be welcomed,334032462,"3 April 2019, 11:37:48 AM",1112979355167326209,1113299539379802112,['1113299539379802112'],2605433192,aaamoudi555,POS,0.9770911335945129
@flyethiopian pic2: አፍሪካን እንደ መዳፋችን ነው 'ምናውቃት    yilal..  🇪🇹 🇪🇹 🇪🇹,334032462,"3 April 2019, 7:53:35 AM",1112979355167326209,1113243112355389440,['1113243112355389440'],1006965990,abdusobah,NEU,0.9667094945907593
@flyethiopian Congratulation excellent Ethiopian Airlines.,334032462,"2 April 2019, 10:43:26 PM",1112979355167326209,1113104661240823808,['1113104661240823808'],872622285659688960,DaruBest,POS,0.990445613861084
@flyethiopian All the best to #Turkey.,334032462,"2 April 2019, 7:29:13 PM",1112979355167326209,1113055784508649473,['1113055784508649473'],708194911879692289,OkokoOwen,POS,0.9838672876358032
@flyethiopian #Ethiopianairlines you're the sign of our lovely country! Keep shipping!,334032462,"2 April 2019, 6:41:35 PM",1112979355167326209,1113043798005706753,['1113043798005706753'],1288579969,tasolmame,POS,0.990440845489502
"@flyethiopian Welcome to Istanbul, proud of you@flyethiopian",334032462,"2 April 2019, 6:17:41 PM",1112979355167326209,1113037783906516998,['1113037783906516998'],762279772277903360,IbsaIbrahim3,POS,0.9917899370193481
"@flyethiopian Welcome to IST! I wonder where the sales office is located in Istanbul, would you please inform?",334032462,"2 April 2019, 5:12:10 PM",1112979355167326209,1113021296089161728,['1113021296089161728'],1017683334468718592,SeyfedinMHD,POS,0.856666624546051
@flyethiopian I hope we will see Ethiopian Airlines at Dallas Texas soon.,334032462,"2 April 2019, 5:03:04 PM",1112979355167326209,1113019006292844545,['1113019006292844545'],1108151534053965824,Meku33695060,POS,0.8867591023445129
@flyethiopian Congrats !!!,334032462,"2 April 2019, 4:28:52 PM",1112979355167326209,1113010398591102977,['1113010398591102977'],763417638559186945,lovelylr3,POS,0.9885982275009155
@flyethiopian 🙏🙏🙏,334032462,"2 April 2019, 3:02:27 PM",1112979355167326209,1112988650344775682,['1112988650344775682'],906003072736010240,Kuntaprince23,NEU,0.9645140171051025
