text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
"@flyethiopian Yes thats my favorite airline i like those 3 colours on its tale red, yellow and green so ethiopean airline is the pride of Africa",334032462,"9 April 2019, 12:53:03 PM",1114098697686716422,1115492799930163200,['1115492799930163200'],1098186882708578305,ngingaz_jona,POS,0.9925124645233154
@flyethiopian ✅,334032462,"7 April 2019, 4:51:19 PM",1114098697686716422,1114827988594515969,['1114827988594515969'],3733135515,jigsa_mo,NEU,0.9513018131256104
@flyethiopian Done!,334032462,"7 April 2019, 2:15:26 PM",1114098697686716422,1114788758338117632,['1114788758338117632'],148808996,HanniSBD,NEU,0.8177781701087952
"@flyethiopian Of course the best airline.
Already voted for @flyethiopian",334032462,"7 April 2019, 10:25:11 AM",1114098697686716422,1114730814753923074,['1114730814753923074'],1153120812,anexoman,POS,0.9884681105613708
"@flyethiopian Voted! All Star ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ Best for Safety, Comfortability, Hospitality &amp;  Availability! 🏆 🏆 🏆 🏆 ✈️ ✈️ ✈️ [2020 back home 💼 🏡 Please, No Red Carpet 😊 🤭] https://t.co/n5RGzTLU1W",334032462,"7 April 2019, 10:11:15 AM",1114098697686716422,1114727307544080384,['1114727307544080384'],1021813738016595968,W_Tokichaw,POS,0.8885971903800964
"@flyethiopian Boom, I choose the Ethiopian. https://t.co/UKwkJJWV19",334032462,"7 April 2019, 8:37:40 AM",1114098697686716422,1114703758460514304,['1114703758460514304'],846084362340712448,Gemoraw1,NEU,0.8188561201095581
@flyethiopian I do Voted!!,334032462,"6 April 2019, 11:07:40 PM",1114098697686716422,1114560311196041218,['1114560311196041218'],822556025488293888,lominatGEyassu,POS,0.7537919282913208
@flyethiopian ❤❤❤,334032462,"6 April 2019, 10:55:22 PM",1114098697686716422,1114557216353398784,['1114557216353398784'],1071456835654352896,Eman63233236,NEU,0.9645140171051025
@flyethiopian Just did too!,334032462,"6 April 2019, 9:14:21 PM",1114098697686716422,1114531793217236992,['1114531793217236992'],256521111,liberty409,NEU,0.7553423047065735
@flyethiopian I am very glad to Ethiopian air lines which is leading African airlines!!!,334032462,"6 April 2019, 9:10:21 PM",1114098697686716422,1114530788723384321,['1114530788723384321'],1067111168240771072,KidanemariamGe7,POS,0.9907298684120178
@flyethiopian I did!,334032462,"6 April 2019, 6:30:20 PM",1114098697686716422,1114490516593238016,['1114490516593238016'],2399898894,Azebdej,NEU,0.6342810392379761
