text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
@flyethiopian How many Ethiopians inside,334032462,"6 April 2019, 2:33:43 AM",1111868745616633856,1114249779587035136,['1114249779587035136'],854032241600716800,MauriceKavuku,NEU,0.9718422293663025
@flyethiopian You can contact your sister office at entebbe airport. They know about my case. I lost my bag  on 25th jan 2019  from Doha with all my academic documents and other valuable items. It's now two months and I have not gotten any response. Thanks,334032462,"3 April 2019, 3:51:10 PM",1111868745616633856,1113363301185085440,['1113363301185085440'],995413347607572480,Tim29741,NEG,0.9455857276916504
"@flyethiopian As long as u mishandle passenger's bags, #Ethiopian airlines has no place.",334032462,"3 April 2019, 3:33:44 PM",1111868745616633856,1113358911220928512,['1113358911220928512'],995413347607572480,Tim29741,NEG,0.9561323523521423
@flyethiopian All day everyday! #IamEthiopian,334032462,"2 April 2019, 7:27:26 AM",1111868745616633856,1112874140833382405,['1112874140833382405'],1043707784,selaminale,POS,0.5871604681015015
@flyethiopian Ok thanks you,334032462,"1 April 2019, 11:51:27 PM",1111868745616633856,1112759392812830720,['1112759392812830720'],1111690136977371136,YaregalMengaw,POS,0.7368537187576294
@flyethiopian We love @flyethiopian too! In fact we are looking at collaborating to bring Artists from Seattle to Kenya this summer on #Ethiopian who can we talk to about this opportunity?,334032462,"1 April 2019, 7:18:46 AM",1111868745616633856,1112509573993099264,['1112509573993099264'],172057616,OneVibeAfrica,POS,0.9919536709785461
@flyethiopian We love this video !!!  and always @flyethiopian  when ever we can .. #BusinessTravel,334032462,"1 April 2019, 1:16:44 AM",1111868745616633856,1112418464503869440,['1112418464503869440'],713750631551340544,jms_ventures,POS,0.9926803708076477
@flyethiopian ET all the way. Am 🇰🇪,334032462,"31 March 2019, 11:10:51 PM",1111868745616633856,1112386785424879616,['1112386785424879616'],116408517,Jwmbugush,POS,0.8358011841773987
@flyethiopian I love Ethiopian,334032462,"31 March 2019, 6:52:10 PM",1111868745616633856,1112321685124866048,['1112321685124866048'],288753859,BAHARILYASHF,POS,0.9925652742385864
@flyethiopian #IamEthiopian,334032462,"31 March 2019, 5:58:29 PM",1111868745616633856,1112308175489941505,['1112308175489941505'],143010538,SynNeoMarketing,NEU,0.8121061325073242
