url,tweet_id,tweet,name,username,fromDate,toDate
https://twitter.com/i/web/status/441858931048976384,441858931048976384,"@KelvinLCC Hi Kevin, kindly screen shot the error and email to socialmedia.team@malaysiaairlines.com, we'll check with the technical team.",Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
https://twitter.com/i/web/status/441858264360165376,441858264360165376,@KelvinLCC Hi Kelvin - what seems to be the issue you're facing?,Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
https://twitter.com/i/web/status/441857884024872960,441857884024872960,@TheHUBRoutes Hi Richard - we hope you'll enjoy the flights &amp; have a great time in Kuching!,Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
https://twitter.com/i/web/status/441838483749875712,441838483749875712,"@bahirahbie Hi there, we are glad that you had a pleasant journey with us. Thank you for flying Malaysia Airlines. See you again soon. :)",Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
https://twitter.com/i/web/status/441823810342232064,441823810342232064,"@Gpcbrown Hi Gary, we are still awaiting feedback from involved parties. Your patience during this period is greatly appreciated. Thank you.",Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
https://twitter.com/i/web/status/441823649813639168,441823649813639168,@ThePeroxideFile Do allow time for cust. care to investigate the issue as it involves a serious allegation. Patience is greatly appreciated.,Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
https://twitter.com/i/web/status/441793842648322048,441793842648322048,"@lynwin06 Hi Lyn, when booking you may use old passport number &amp; then update by calling our Call Centre when new passport arrives. TQ",Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
https://twitter.com/i/web/status/441781184008163328,441781184008163328,"@vipxo Hi Victoria, thank you for flying Malaysia Airlines. Hope you had a pleasant journey with us. :)",Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
https://twitter.com/i/web/status/441779929777045505,441779929777045505,"@davie_mcd Hi, many apologies. If you could email the incident details at customer@malaysiaairlines.com, we'll investigate accordingly. TQ",Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
https://twitter.com/i/web/status/441486993164210176,441486993164210176,"@Hallmork Hi Irene, many apologies. Kindly email your feedback to socialmedia.team@malaysiaairlines.com for further investigation. TQ",Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
https://twitter.com/i/web/status/441483332988055552,441483332988055552,Go early morning shopping on thousands of boats at the Mekong Delta in Phung Hiep. #MHjourneys http://t.co/6ZpjVwF4Ol,Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
https://twitter.com/i/web/status/441407837411868672,441407837411868672,Our airline changed its name from Malaysian Airways Limited to Malaysian Airlines Limited in 1963. True or False? http://t.co/npJbjvBhIw,Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
https://twitter.com/i/web/status/441407628950777856,441407628950777856,"@BlondeTourist Hi - we hope you'll have a wonderful time in London for the wedding, and a great time flying with us!",Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
https://twitter.com/i/web/status/441397901579665409,441397901579665409,"@TheSpinettes Hi there, thank you for flying Malaysia Airlines. Hope you have a pleasant journey with us. See you soon! :)",Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
https://twitter.com/i/web/status/441395317120831489,441395317120831489,"Hey @MrJamesMay if you'd flown with us you would have beaten @JeremyClarkson - at 21 hours 40 minutes, we're the quickest from London to Oz!",Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
https://twitter.com/i/web/status/441375192191750144,441375192191750144,@elaine0506 Hi Elaine - yes you may go to the check-in counter to collect your boarding pass. Have a great flight!,Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
https://twitter.com/i/web/status/441136044851724288,441136044851724288,This week the models of #AsNTM fly to Sarawak for an enticing &amp; enduring experience! Are you jotting down ideas for your next vacation?,Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
https://twitter.com/i/web/status/441029138422300672,441029138422300672,@trippinsh Hi there - our sincere apologies. Kindly e-mail an official complaint to customer@malaysiaairlines.com for us to investigate. TQ,Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
https://twitter.com/i/web/status/441028824294121472,441028824294121472,"@lawsoncody22 Hi Cody, we are glad that you had a pleasant journey with us. See you again soon. :)",Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
https://twitter.com/i/web/status/441028588788142080,441028588788142080,"@Milesintheair Hi there, thank you for flying Malaysia Airlines. Hope you have a pleasant journey with us. :)",Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
https://twitter.com/i/web/status/440772915575783424,440772915575783424,"@HemaHirlekar Hi, we apologize for the inconvenience, please forward the email to socialmedia.team@malaysiaairlines.com &amp; we'll follow up.TQ",Malaysia Airlines,MAS,2014-02-06T00:00:00-07:00,2014-03-08T00:00:00-07:00
