url,tweet_id,tweet,name,username,fromDate,toDate
https://twitter.com/i/web/status/548738089212854274,548738089212854274,RT @MY_Airports: (cont)...and passengers are advised to check with the relevant state authorities for the latest situation on road  accessi…,airasia Super App,airasia,2014-11-28T00:00:00-07:00,2014-12-28T00:00:00-07:00
https://twitter.com/i/web/status/548738060616093696,548738060616093696,"RT @MY_Airports: (cont)...to cater for incoming and outgoing scheduled flights, the roads to the airport may be affected by the floods ... …",airasia Super App,airasia,2014-11-28T00:00:00-07:00,2014-12-28T00:00:00-07:00
https://twitter.com/i/web/status/548738040626044928,548738040626044928,RT @MY_Airports: Malaysia Airports would like to inform passengers that while the  Kota Bharu Airport is still operational... (cont..),airasia Super App,airasia,2014-11-28T00:00:00-07:00,2014-12-28T00:00:00-07:00
https://twitter.com/i/web/status/548659605912313856,548659605912313856,"Take a dive, embrace nature, and experience the very best of Kota Kinabalu. Read about our adventure here @ http://t.co/wZ3bXpyic5",airasia Super App,airasia,2014-11-28T00:00:00-07:00,2014-12-28T00:00:00-07:00
https://twitter.com/i/web/status/548442752711544834,548442752711544834,[Press Release] AirAsia launches East Coast Flood Relief Campaign. More details at http://t.co/XyYAeQq46u,airasia Super App,airasia,2014-11-28T00:00:00-07:00,2014-12-28T00:00:00-07:00
https://twitter.com/i/web/status/548432769060061185,548432769060061185,We are assisting relief aid agencies to send relief boxes to East Coast flood victims. NGOs can email foundation@airasia.com for more info,airasia Super App,airasia,2014-11-28T00:00:00-07:00,2014-12-28T00:00:00-07:00
https://twitter.com/i/web/status/548402868823142402,548402868823142402,Count the Teddies at http://t.co/7YxdMDyVCt &amp;stand a chance to win Tune Insure AirAsia Travel Protection&amp;an iPad Mini http://t.co/q1K0K1Amoh,airasia Super App,airasia,2014-11-28T00:00:00-07:00,2014-12-28T00:00:00-07:00
https://twitter.com/i/web/status/548402505327972354,548402505327972354,"[M'sia]Flights to/from the East Coast are operating as scheduled,we're monitoring the situation &amp; will update should there be any changes.TQ",airasia Super App,airasia,2014-11-28T00:00:00-07:00,2014-12-28T00:00:00-07:00
https://twitter.com/i/web/status/548392874027397120,548392874027397120,"@Munir_iZkan Hi Munir, as of now. Flights are all operating as scheduled.",airasia Super App,airasia,2014-11-28T00:00:00-07:00,2014-12-28T00:00:00-07:00
https://twitter.com/i/web/status/548390182861279232,548390182861279232,"@nrlhudaff Yes, MyKid is fine :)",airasia Super App,airasia,2014-11-28T00:00:00-07:00,2014-12-28T00:00:00-07:00
