url,tweet_id,tweet,name,username,fromDate,toDate
https://twitter.com/i/web/status/1104426015189860354,1104426015189860354,"@nyamup Dear peter, We are very sorry to hear about the problem you had with your luggage. please DM us your ticket… https://t.co/LzyCphiaFQ",Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1103979792674754560,1103979792674754560,"A panel discussion and a welcome ceremony has been held at Oslo, Radisson Blue Hotel for the Ethiopian All women Fl… https://t.co/rr60JDmajg",Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1103932375229116417,1103932375229116417,Ethiopian Airlines #Allwomenoperated flight to Oslo has just arrived and Received a warm welcome by Diplomats and E… https://t.co/ZOuZPkigQi,Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1103888831646916621,1103888831646916621,"@hiwot25682717 Dear Hiwot, We are very sorry for the inconvenience. Kindly DM us details of your case so that we will look into it.",Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1103711927518355456,1103711927518355456,"@lassoleash Dear Cal, we have replied to your DM kindly check.",Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1103697191502262275,1103697191502262275,"@lassoleash Hello Cal, we apologize for the inconvenience caused. Kindly DM us your father's ticket number and his… https://t.co/wst4CNi1h6",Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1103693811430113280,1103693811430113280,"@SampoornaKranti Dear Trayambak, we have the flight. Kindly check for a different date.",Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1103681638284832770,1103681638284832770,"@ZahraZoeb Dear Zahra, we have replied to your DM kindly check.",Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1103651144675614721,1103651144675614721,The clock is ticking!Are you ready to join us #Oslo  #Ethiopian #Allwomenflight #Balanceforbetter #girlpower… https://t.co/NQplXGjBWX,Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1103337777113034752,1103337777113034752,"@pixell8r Hello @pixell8r, please let us know your ticket number in the DM so that we can advise you the status of your flight.",Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1103218349981470720,1103218349981470720,"@rodgenius Dear https://t.co/zngyZpakSZ, Rodgers.
Thank you for contacting Ethiopian!
The flight is canceled for no… https://t.co/m3aMiEPTS0",Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1103217683544375296,1103217683544375296,"@lucaswafula Dear Lucas
Thank for contacting Ethiopian.
If the flight do not operate or if there is a schedule chan… https://t.co/oLnQvRMNFA",Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1103217191598596096,1103217191598596096,"@Idahvincent @6 Dear Vincent
Thank you for contacting Ethiopian!
Kindly DM us your ticket number so that we can check the detail.",Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1103171495637991427,1103171495637991427,"RT @NorwayinAddis: @NorwayinAddis visited the impressive Ethiopian Airlines Facilities in Bole, Addis. 5th #allwomenflight on #WomensDay go…",Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1103048208354291712,1103048208354291712,@fishhailu83 @GetachewSS You're most welcome dear Fishailu. We are honored to have a caring and supporting customer such as yourself.,Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1103041565495386112,1103041565495386112,"@fishhailu83 @GetachewSS Dear Fishailu, please be informed that we are working on Mr. Samuel's case and we have bee… https://t.co/dJAnUEl0lI",Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1102981584121225216,1102981584121225216,"@EwotonPius Hello Pius, we do have a flight to Jinka. Kindly check our website/mobile app to make a booking.",Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1102975634572263430,1102975634572263430,"@RafaaelGonzalez Dear @RafaaelGonzalez, this could be due to internet connection problem, kindly try it again later… https://t.co/BNqiB7sHsO",Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1102871710792146944,1102871710792146944,"@kyaligonzakahwa Dear  @kyaligonzakahwa, We are very sorry for the inconvenience. Kindly DM us details of your case… https://t.co/VjDEsvn9pv",Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1102851818411958273,1102851818411958273,"Statement of apology to our valued customers who traveled on board ET 502 on March 4, 2019. #ET502… https://t.co/fPAx18KUnI",Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1102842544550043648,1102842544550043648,The B-737-800 Freighter will give a new capability to serve short haul destinations in African and the Middle East… https://t.co/C0JD16NyIY,Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
https://twitter.com/i/web/status/1102624266229567490,1102624266229567490,"@Shan_anee Dear Shanon, please DM us your ticket number and the correct name so that we can check and advise you.",Ethiopian Airlines,flyethiopian,2019-02-08T00:00:00-07:00,2019-03-10T00:00:00-07:00
