text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
@MAS invite individuals with Devine intimation to help pin-point the location of the missing plane and save efforts http://t.co/VG0qGC52PU,19106719,"24 March 2014, 4:54:18 AM",447347525142339584,447853871369822208,['447853871369822208'],1244769426,kelokatongo,NEU,0.7398713231086731
Fyi: I FEEL F370 R ALL OK &amp; COMING BACK SOON to TELL ALL! :P Let's TALK@ http://t.co/N45FThdYyG  LISTEN to ME at http://t.co/GEvfAdNyVQ @MAS,19106719,"23 March 2014, 7:37:33 PM",447347525142339584,447713762976333824,['447713762976333824'],1123075297,ArchAngelRich,POS,0.8921854496002197
@MAS bila nak update nih patutlah org  marah,19106719,"23 March 2014, 6:19:56 PM",447347525142339584,447694227627991040,['447694227627991040'],522997664,rafflesiaQ,NEU,0.9794511198997498
@mas  titik kordinat jatuh nya mh370. 7-47'47.90'' - 105.13'39.59'' di lautan vietnam.,19106719,"23 March 2014, 6:19:52 PM",447347525142339584,447694212860223488,['447694212860223488'],571732588,Randy_exsandria,NEU,0.9751797318458557
@MAS,19106719,"23 March 2014, 1:22:51 PM",447347525142339584,447619466004668416,['447619466004668416'],2406109196,_amazingmel,NEU,0.9249069094657898
@MAS our prayers for all your family of passengers and employees,19106719,"23 March 2014, 10:21:39 AM",447347525142339584,447573863279239169,['447573863279239169'],1348029342,Bernhardtbeach,NEU,0.8344669342041016
@MAS  I think I have a possible location of mh370 http://t.co/en4U947Uf5,19106719,"23 March 2014, 4:55:27 AM",447347525142339584,447491772160024576,['447491772160024576'],2404910084,acmilan22282,NEU,0.9680466055870056
@MAS don't u ever post any content info?,19106719,"23 March 2014, 1:21:05 AM",447347525142339584,447437825168789504,['447437825168789504'],1466154002,Ampherius,NEU,0.5673889517784119
@MAS Its sad 2 note wit all da world's technology v still cudnt find a plane. So much 4 da money v spend 4 makin #Weapons,19106719,"22 March 2014, 9:38:38 PM",447347525142339584,447381845261307904,['447381845261307904'],174695653,AsharLapidary,NEG,0.8772592544555664
@MAS,19106719,"22 March 2014, 9:17:16 PM",447347525142339584,447376469430263808,['447376469430263808'],1394844276,yuaysh,NEU,0.9249069094657898
@MAS my friend found it outside his house...,19106719,"22 March 2014, 8:22:59 PM",447347525142339584,447362809207455744,['447362809207455744'],1742090562,PakoraToes,NEU,0.9431774616241455
"RT @MAS: [#MASalert] As the search for MH370 continues, diplomatic, logistic &amp; technical efforts are intensified - http://t.co/Orm1e541Wx",19106719,"22 March 2014, 7:25:38 PM",447347525142339584,447348373729730561,['447348373729730561'],555595008,AeroMex,NEU,0.9445009827613831
@MAS lets hope so,19106719,"22 March 2014, 7:24:18 PM",447347525142339584,447348037053345792,['447348037053345792'],67148793,bee9100,POS,0.922272801399231
