text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
@MAS It's normal .,19106719,"12 March 2014, 3:15:48 PM",443414653897408514,443661621630488576,['443661621630488576'],115482618,tiawaiata,NEU,0.9503963589668274
“@MAS: [#MASalert] Media statement regarding allegations being made against the First Officer of MH370 - http://t.co/RuVnMY8lO7” #MustRead,19106719,"12 March 2014, 11:36:53 AM",443414653897408514,443606530110128128,['443606530110128128'],550412089,ariffalyahya77,NEU,0.968333899974823
@MAS is their any possibilty of taking NASA intervention for tracking the flight sattelite image about the changing course transition,19106719,"12 March 2014, 10:12:59 AM",443414653897408514,443585416348700672,['443585416348700672'],2341762682,devaswarupa,NEU,0.9714765548706055
RT@MAS: [#MASalert] Media statement regarding allegations being made against the First Officer of MH370 - http://t.co/nC91uWxA5c #Rgv,19106719,"12 March 2014, 10:10:57 AM",443414653897408514,443584903351791616,['443584903351791616'],102284233,caperuza123,NEU,0.9796590805053711
@MAS chin up n Fighting..my prayers n thoughts always be with MH370... :),19106719,"12 March 2014, 9:11:00 AM",443414653897408514,443569819590213633,['443569819590213633'],269168007,c4n6y91rl,POS,0.9485440850257874
Wow! RT @MAS: [#MASalert] Media statement regarding allegations being made against the First Officer of MH370 - http://t.co/n5IfMGyoO7,19106719,"12 March 2014, 8:59:08 AM",443414653897408514,443566830880186368,['443566830880186368'],49043320,achidente,POS,0.7611196637153625
@MAS says it's 'shocked' at allegations relating to conduct of First Officer of missing #MH370 - http://t.co/HyPAYYfSiR,19106719,"12 March 2014, 5:18:50 AM",443414653897408514,443511389722669057,['443511389722669057'],903554172,kate_mayberry,NEU,0.6451472043991089
@MAS @MyFoxTampaBay @DrewOnTheRadio @GeoOnAir,19106719,"12 March 2014, 2:00:40 AM",443414653897408514,443461519935033345,['443461519935033345'],2320800689,Flya310q,NEU,0.9570569396018982
@MAS all u guys can say is allegation n that's it? This is an national interest OK? Merely denial n no further clarification?,19106719,"12 March 2014, 12:10:57 AM",443414653897408514,443433908667834368,['443433908667834368'],121306914,juarezfong,NEG,0.7922655940055847
@MAS http://t.co/JJr927TGAf,19106719,"11 March 2014, 11:45:09 PM",443414653897408514,443427417177071616,['443427417177071616'],1391357491,ImFourThreeTwo,NEU,0.970051109790802
"@MAS better ignore, coz very unproven allegation, I swear",19106719,"11 March 2014, 11:34:09 PM",443414653897408514,443424651184594944,['443424651184594944'],59727258,ninaringi,NEG,0.9224855899810791
@MAS agree with you,19106719,"11 March 2014, 11:22:45 PM",443414653897408514,443421782481985536,['443421782481985536'],56020678,JUANOMORA,POS,0.7365683317184448
Good!! RT @MAS: [#MASalert] Media statement regarding allegations being made against the First Officer of MH370 - http://t.co/agvJSJWOhc,19106719,"11 March 2014, 11:22:15 PM",443414653897408514,443421653293207552,['443421653293207552'],175722806,BenAhmedS,POS,0.8632866144180298
Strong response RT @MAS Media statement regarding allegations being made against the First Officer of MH370 - http://t.co/ZIwL2Ydyk4”,19106719,"11 March 2014, 11:18:11 PM",443414653897408514,443420631107780608,['443420631107780608'],47964049,MNRezaAli,POS,0.8534321188926697
@MAS its look like a fake photo n video..,19106719,"11 March 2014, 11:15:54 PM",443414653897408514,443420054764285952,['443420054764285952'],295667256,GieyanaCute,NEG,0.8202831745147705
Great response. MT @MAS: Media statement regarding allegations being made against the First Officer of MH370 - http://t.co/ChJJE2Nr08”,19106719,"11 March 2014, 11:11:55 PM",443414653897408514,443419055240646656,['443419055240646656'],363494868,ArvinTunas,POS,0.9544293880462646
@MAS,19106719,"11 March 2014, 11:10:33 PM",443414653897408514,443418711085432832,['443418711085432832'],939342320,lifeissuch1,NEU,0.9249069094657898
Malaysia Airlines says it's shocked by allegations re MH370 First Officer “@MAS: [#MASalert] Media statement  - http://t.co/B9kFK8d2mB”,19106719,"11 March 2014, 11:07:36 PM",443414653897408514,443417967016288256,['443417967016288256'],89457976,markwhiteTV,NEU,0.6994854211807251
RT “@MAS: [#MASalert] Media statement regarding allegations being made against the First Officer of MH370 - http://t.co/F8AAZ0zCYa”,19106719,"11 March 2014, 11:00:21 PM",443414653897408514,443416144053932034,['443416144053932034'],135016470,pzeus,NEU,0.9781560897827148
“@MAS: [#MASalert] Media statement regarding allegations being made against the First Officer of MH370 - http://t.co/SoSIl092Nr”,19106719,"11 March 2014, 10:58:19 PM",443414653897408514,443415633112211456,['443415633112211456'],1624719716,OOTDM,NEU,0.9787192940711975
Strong words RT“@MAS: Media statement regarding allegations being made against the First Officer of MH370 - http://t.co/QTHPEylLrl”,19106719,"11 March 2014, 10:57:53 PM",443414653897408514,443415522114166785,['443415522114166785'],10846202,sonaremesh,NEU,0.8967411518096924
"@MAS 
Semoga Allah permudahkan semuanya....",19106719,"11 March 2014, 10:56:01 PM",443414653897408514,443415051118981120,['443415051118981120'],2295680132,layazhar,NEU,0.5578384399414062
