text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
@MAS When in the U.S. Coast Guard we conducted SAR. People don't understand ocean-based SAR; a needle in 100 haystacks is an understatement.,19106719,"23 March 2014, 1:24:41 PM",443776213421928448,447619925700378624,['447619925700378624'],22080379,MortimerEsq,NEG,0.7481685280799866
@MAS why don't u get it together and organize the search like humans,19106719,"14 March 2014, 1:16:58 AM",443776213421928448,444175300696358912,['444175300696358912'],330621680,FamilyPrac64,NEG,0.9196237325668335
@MAS Tell me the truth pls!!!not just cheat!,19106719,"14 March 2014, 12:53:09 AM",443776213421928448,444169307061108736,['444169307061108736'],2359016742,cest_christophe,NEG,0.808316707611084
@MAS find the missing plane instead of doing cheap-shit of company advertisement here pls!!!!!,19106719,"13 March 2014, 11:00:32 AM",443776213421928448,443959770777526272,['443959770777526272'],202361932,EarthVeUzengi,NEG,0.9645264148712158
@MAS 5days already!! Pls do something useful!!!!!!!,19106719,"13 March 2014, 2:30:09 AM",443776213421928448,443831330132881408,['443831330132881408'],1668885013,243851998,NEG,0.6239147186279297
@MAS pary does nothing. You guys knew what has happened. Why you cover it up?,19106719,"13 March 2014, 12:22:07 AM",443776213421928448,443799110454226945,['443799110454226945'],115482618,tiawaiata,NEG,0.9005131721496582
@MAS what time PC for tomorrow?,19106719,"13 March 2014, 12:03:15 AM",443776213421928448,443794360912474112,['443794360912474112'],143739473,AffendyJailani,NEU,0.977150559425354
This is latest Press Release from @MAS issued 1 hour ago re #MH370...http://t.co/xksOQl2pHT,19106719,"12 March 2014, 11:56:05 PM",443776213421928448,443792556585783296,['443792556585783296'],864233112,tomkorocz,NEU,0.979975163936615
@MAS stop lying &amp; tell the truth. U are killing people.,19106719,"12 March 2014, 11:18:13 PM",443776213421928448,443783026175008768,['443783026175008768'],2374591676,muxiao1985,NEG,0.9796796441078186
@MAS How can i help to be a volunteer,19106719,"12 March 2014, 11:11:17 PM",443776213421928448,443781284230623232,['443781284230623232'],2283678781,laksasampedas,NEU,0.9556320905685425
@MAS Seek the truth place thanks,19106719,"12 March 2014, 11:03:23 PM",443776213421928448,443779295043796992,['443779295043796992'],2385173864,guhaonan,NEU,0.9406545758247375
"@MAS my family has used your service before, we love the orient, and we will always fly with you! #PrayForMH370",19106719,"12 March 2014, 10:54:56 PM",443776213421928448,443777167990599680,['443777167990599680'],2323227338,edwinaandkyle,POS,0.9861310720443726
