text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
@MAS maybe it would be helpful to check the cell-phone connections of pax and crew to locate mh370.,19106719,"20 March 2014, 2:26:23 AM",446129311204921344,446367095408697345,['446367095408697345'],106910371,PitVetterick,NEU,0.9705767035484314
@MAS I must admit this hasn't been handled very well. Find the bloody plane quick smart just imagine what the families r going though,19106719,"19 March 2014, 3:59:34 PM",446129311204921344,446209352282537984,['446209352282537984'],1313065082,TheOldDust03,NEG,0.9530835747718811
@MAS MH370 I know you're somewhere out there. Somewhere far away.Please come back,19106719,"19 March 2014, 2:55:19 PM",446129311204921344,446193182934450177,['446193182934450177'],1423478671,alrenanini,NEU,0.8919748663902283
@MAS uLook for the plane next to Thailand,19106719,"19 March 2014, 2:20:46 PM",446129311204921344,446184488868265985,['446184488868265985'],1187219744,Aa1756644,NEU,0.9757939577102661
"@MAS helping you.NEXT TIME,all flights,in that AIR CORRIDORS,shall fly low,with out emergency,like STORMY WEATHERS,or take off/landing.tq",19106719,"19 March 2014, 1:22:15 PM",446129311204921344,446169762390081536,['446169762390081536'],580938218,timewarp3369,NEU,0.7329578399658203
"@MAS helping you..fall of rushion super jet near indonesian volcano,plus MAS,plane confirming the FACT,that low flying in that AIR CORIDORS",19106719,"19 March 2014, 1:20:24 PM",446129311204921344,446169297652822016,['446169297652822016'],580938218,timewarp3369,NEU,0.9269424080848694
"@MAS helping you...PREVIOUS RECORD OF FLYING ,in the same ,turning point.is IMPORTANT.did,they,made any TURNS,on the the SAME SPOT,before",19106719,"19 March 2014, 1:18:06 PM",446129311204921344,446168720290115584,['446168720290115584'],580938218,timewarp3369,NEU,0.7917214632034302
"@MAS .helping you.in cases of MISSING PLANES.the pilot MIND READING,is EXTREMELY IMPORTANT.so why was he flying low ?",19106719,"19 March 2014, 1:15:35 PM",446129311204921344,446168084723007488,['446168084723007488'],580938218,timewarp3369,NEU,0.6272171139717102
@MAS hoping this tragedy comes to a conclusion soon for the families,19106719,"19 March 2014, 11:48:54 AM",446129311204921344,446146272005586944,['446146272005586944'],26381387,ventimocha,NEU,0.6836037635803223
@MAS Pray For MH370,19106719,"19 March 2014, 11:28:53 AM",446129311204921344,446141233035878400,['446141233035878400'],2251181102,jackson96_11,NEU,0.9344786405563354
@MAS where is the plane? Is your pilot a terrorist?,19106719,"19 March 2014, 10:54:56 AM",446129311204921344,446132690727612416,['446132690727612416'],241390675,LerakeshVizo,NEG,0.9249628186225891
@MAS kesih orang2 kt dlm pesawat mas,19106719,"19 March 2014, 10:49:43 AM",446129311204921344,446131376073371649,['446131376073371649'],384679203,naziruzzaman,NEU,0.9766923189163208
