text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
@MAS nak jumpa MH370? Wallahi! WAJIB mana2 phk transfer dulu RM2juta ke Maybank no.156012053926 utk kos buat ilmughaibNYA 12hari brturut2!!!,19106719,"6 April 2014, 7:14:32 PM",451315011671965697,452781398391136257,['452781398391136257'],1954347631,Muja25W,NEU,0.9536932110786438
@MAS thats is @MAS is my choice.. :),19106719,"6 April 2014, 12:26:20 PM",451315011671965697,452678672634241025,['452678672634241025'],2321534966,alex_skion,POS,0.8425005674362183
@MAS @hakimhorace Truly Malaysia spirit. Keep up MAS#,19106719,"4 April 2014, 7:56:30 PM",451315011671965697,452067185100201985,['452067185100201985'],1883314560,safiyatul_husna,POS,0.9620700478553772
@MAS @hakimhorace We continue to pray for all those on MH370. Let's join together all around the world. Continued HOPE.,19106719,"3 April 2014, 11:05:12 PM",451315011671965697,451752284041793536,['451752284041793536'],1390490772,Talkingpoint101,POS,0.9531784653663635
"“@MAS: Thank you for your kind words ""@hakimhorace Such dedication is hard to find, almost brought tears to my eyes."" Thats d crew 4 u 👍",19106719,"3 April 2014, 9:06:39 PM",451315011671965697,451722449185275905,['451722449185275905'],406290393,bevng1971,POS,0.9916278123855591
@MAS @hakimhorace malaysian airline crews are the best.,19106719,"3 April 2014, 6:06:25 PM",451315011671965697,451677093550497794,['451677093550497794'],2373865598,svahwyn,POS,0.991272509098053
@MAS,19106719,"3 April 2014, 3:50:07 PM",451315011671965697,451642793367056384,['451642793367056384'],1394844276,yuaysh,NEU,0.9249069094657898
@MAS @hakimhorace MAS the best airlines.♥,19106719,"3 April 2014, 2:30:48 PM",451315011671965697,451622831294382080,['451622831294382080'],2177672006,ZairinIsmail,POS,0.9768897294998169
Have been flying with @MAS  and will continue to fly with @MAS.,19106719,"3 April 2014, 11:57:46 AM",451315011671965697,451584320004567040,['451584320004567040'],148246437,yaty2508,NEU,0.7611597776412964
@MAS @hakimhorace Flight Attendant Air Asia boleh buat macam ni ke?,19106719,"3 April 2014, 11:51:52 AM",451315011671965697,451582833539026944,['451582833539026944'],43241151,mslatipah,NEU,0.9799574017524719
@MAS ...truly Asia.,19106719,"3 April 2014, 11:43:56 AM",451315011671965697,451580839592079360,['451580839592079360'],60518094,MwangP01,NEU,0.9480478763580322
@MAS @hakimhorace mas airlines always the best,19106719,"3 April 2014, 11:25:47 AM",451315011671965697,451576271445569536,['451576271445569536'],2207361583,haimieabuhassan,POS,0.9890055060386658
@MAS @hakimhorace,19106719,"3 April 2014, 11:24:46 AM",451315011671965697,451576015790170113,['451576015790170113'],2207361583,haimieabuhassan,NEU,0.967369556427002
@MAS @hakimhorace thumbs up!,19106719,"3 April 2014, 11:08:06 AM",451315011671965697,451571819112173569,['451571819112173569'],44534948,zaminx,POS,0.9103127717971802
@MAS @hakimhorace never doubt that MAS is still the best..everyone who hv travel with MAS will alwy feel safe cmpre to other airlines..,19106719,"3 April 2014, 11:05:02 AM",451315011671965697,451571048413028352,['451571048413028352'],313836659,shahgoonerz,POS,0.9893450140953064
@MAS  I have always had the best service on Malaysian Airlines,19106719,"3 April 2014, 10:52:24 AM",451315011671965697,451567870544060417,['451567870544060417'],250063044,Syedasd,POS,0.9903661012649536
@MAS @hakimhorace salute!! bb,19106719,"3 April 2014, 10:44:44 AM",451315011671965697,451565941390733312,['451565941390733312'],164522391,NSwawa89,POS,0.9019864201545715
@MAS @hakimhorace yes MAS is the best,19106719,"3 April 2014, 10:38:28 AM",451315011671965697,451564365234196480,['451564365234196480'],2236062752,GanieLinda,POS,0.9893060326576233
@MAS @hakimhorace this is purely Malaysian Hospitality.. keep up the good job! :),19106719,"3 April 2014, 10:34:36 AM",451315011671965697,451563389773287424,['451563389773287424'],89614381,rahmanhamid,POS,0.9861326217651367
@MAS @hakimhorace touched my heart,19106719,"3 April 2014, 10:27:37 AM",451315011671965697,451561630800048128,['451561630800048128'],2222183271,Queenbee210591,POS,0.9820744395256042
@MAS @hakimhorace MAS best!,19106719,"3 April 2014, 10:22:43 AM",451315011671965697,451560401189101569,['451560401189101569'],2377387380,HiHiStoreMYS,POS,0.9854894280433655
@MAS @hakimhorace mas is the best 😭😭😭😭😭😭😭,19106719,"3 April 2014, 10:20:22 AM",451315011671965697,451559809171476480,['451559809171476480'],2299496815,ZihazaS,POS,0.9900766015052795
@MAS @beylaahmmad @hakimhorace  the best of the best!,19106719,"3 April 2014, 10:19:36 AM",451315011671965697,451559615830818816,['451559615830818816'],2319397933,azmi_1980,POS,0.9913398623466492
@MAS @hakimhorace thumbs up ^_^ http://t.co/4ZH8ra9d7V,19106719,"3 April 2014, 10:18:56 AM",451315011671965697,451559445995069440,['451559445995069440'],237105854,AleyArif,POS,0.9405437111854553
