text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
"@MAS https://t.co/v3vvo68rcM

This Is MH370 ??",19106719,"20 March 2014, 4:05:24 PM",446210444110225409,446573209870012416,['446573209870012416'],2336268686,ZakioRonaldo7,NEU,0.9538193941116333
"@MAS 
 Please check my analyses.
 
 00476 614 815   &amp; home 0032 (3) 237 38 14.
 Frank Geerts Belgium Antwerp. http://t.co/qdkc6sOqmF",19106719,"20 March 2014, 2:55:33 PM",446210444110225409,446555627737722880,['446555627737722880'],2392634342,Frank82592468,NEU,0.9785640239715576
@MAS Gak punya malu kau ya . uda dibantu sama indonesia masih tetep aja nuduh indonesia aja anjingxx luu,19106719,"20 March 2014, 10:06:07 AM",446210444110225409,446482790205251585,['446482790205251585'],1437265453,arief_thoha,NEU,0.9713634252548218
@MAS you cheap bastards! You should have had updated technology!,19106719,"20 March 2014, 9:23:25 AM",446210444110225409,446472045413404672,['446472045413404672'],330621680,FamilyPrac64,NEG,0.9766356945037842
@MAS update? Someone should walk in with a bat and hit the ceo of your airline over the head! He needs an update! Morons!,19106719,"20 March 2014, 9:21:59 AM",446210444110225409,446471684824907776,['446471684824907776'],330621680,FamilyPrac64,NEG,0.9827778935432434
@mas great keep on search FACEBOOK LARICCIA NELSON INFO CLUES @flypal,19106719,"20 March 2014, 7:20:24 AM",446210444110225409,446441088199692288,['446441088199692288'],223171129,nelsonlariccia,POS,0.9377371072769165
@MAS When will Malaysian Airlines present excuses to #MH370 Crying Families brutalised by Malaysian Police at Press Conference??@France2tv,19106719,"20 March 2014, 2:24:12 AM",446210444110225409,446366546047537152,['446366546047537152'],1167310548,fjlsouty,NEG,0.965431272983551
@MAS,19106719,"20 March 2014, 1:49:16 AM",446210444110225409,446357756497235968,['446357756497235968'],1394844276,yuaysh,NEU,0.9249069094657898
@MAS Where is everyone miserable plane of fallen or was kidnapped or taken hostage for what was? Follow we,19106719,"20 March 2014, 1:05:53 AM",446210444110225409,446346836232929280,['446346836232929280'],2398220780,malaysiaairlin4,NEG,0.9497220516204834
@mas let those families who have loved ones on that plane speak to the tv media its not criminal,19106719,"19 March 2014, 11:41:05 PM",446210444110225409,446325498059423744,['446325498059423744'],1898344292,jennaharris2012,NEU,0.924140989780426
@mas why will #@mas not let the families who have loved on thr missing plane speak to media what is #mas not saying,19106719,"19 March 2014, 11:38:24 PM",446210444110225409,446324821774049280,['446324821774049280'],1898344292,jennaharris2012,NEG,0.6806501150131226
@MAS http://t.co/WzVYHyLO0x,19106719,"19 March 2014, 11:24:26 PM",446210444110225409,446321306557231105,['446321306557231105'],1244769426,kelokatongo,NEU,0.9681708812713623
@MAS #MASalert focus now @ 44.58n 45.75e,19106719,"19 March 2014, 11:19:30 PM",446210444110225409,446320066938671106,['446320066938671106'],1947883303,AvremelNowMoshi,NEU,0.967352032661438
@MAS #MASalert search denver Indianapolis,19106719,"19 March 2014, 9:03:20 PM",446210444110225409,446285798195740673,['446285798195740673'],1947883303,AvremelNowMoshi,NEU,0.9758720397949219
"@MAS you're doing everything you can?? Dragging relatives away, stopping them talking after briefings! http://t.co/FhW6Vb1GK6 #MH370 #classy",19106719,"19 March 2014, 8:48:53 PM",446210444110225409,446282161889763328,['446282161889763328'],288230891,ben2682,NEG,0.8614934682846069
@MAS skenario MH370 kehilangan mesin pendorong kiri mnjd jwbn atas perubhn lntasan&amp;putus kontak dgn cepat.prbatsan laos vietnam-sktr donghoi,19106719,"19 March 2014, 6:50:52 PM",446210444110225409,446252462593167360,['446252462593167360'],2239087164,360yadi,NEU,0.9754260182380676
@MAS cuatro dias atras dije que el avion MH370 esta en la isla north sentinel island serca de malasia,19106719,"19 March 2014, 5:18:03 PM",446210444110225409,446229102110851072,['446229102110851072'],1346264641,hugoflores3600,NEU,0.9762606024742126
@MAS cant access,19106719,"19 March 2014, 4:31:26 PM",446210444110225409,446217371980529664,['446217371980529664'],52969719,taroathirah,NEG,0.7604426145553589
Pray for safe finding MH370 “@MAS: [#MASalert] We will proactively provide updates to MH370 family members - http://t.co/mEEWGIGATF”,19106719,"19 March 2014, 4:27:07 PM",446210444110225409,446216285282516992,['446216285282516992'],1004040782,byuliart,POS,0.7470155954360962
".@MAS you should tweet about other trends happening in your airline,&amp; not just about missing plane. It's essential 4 your public image.",19106719,"19 March 2014, 4:26:58 PM",446210444110225409,446216248997580800,['446216248997580800'],125995161,indira32,NEU,0.9005358815193176
@MAS providing updates almost 10dys nw. Provide them actually updates unlike wht u guys dng nw. Or hndovr the case 2othrs,19106719,"19 March 2014, 4:06:19 PM",446210444110225409,446211049390211074,['446211049390211074'],98401983,waseemwsm,NEG,0.5160967111587524
