text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
@MAS  kita rakyat malaysia mendoakan agar kelurga penumpang dan kru mh370 tabah,19106719,"29 March 2014, 7:36:14 PM",449410572597997569,449887757242880000,['449887757242880000'],2417353550,sundarhan13,NEU,0.9780754446983337
@MAS BTW I'LL NEVER NEVER BE ONE STEP CLOSER TO UR TERRITORY INCLUDING MALASAYIA AIRLINE,19106719,"29 March 2014, 9:55:33 AM",449410572597997569,449741624717750272,['449741624717750272'],1882565276,McAdaMJacOb,NEG,0.8913710117340088
@MAS MH370 WOULD NOT JUST FADE AWAY BY TIME,19106719,"29 March 2014, 9:52:00 AM",449410572597997569,449740730227896320,['449740730227896320'],1882565276,McAdaMJacOb,NEU,0.7354010343551636
@MAS DON'T U KNOW HOW IMPORTANT THOSE INFORMATION TO CHINESE????,19106719,"29 March 2014, 9:47:27 AM",449410572597997569,449739584058818561,['449739584058818561'],1882565276,McAdaMJacOb,NEU,0.5405287742614746
@MAS AT LEAST WE HAVE TO SEE THE BODYS AND PLANE WHY R U WITH HOLDING SO MANY INFORMATIONS???,19106719,"29 March 2014, 9:45:40 AM",449410572597997569,449739137747124224,['449739137747124224'],1882565276,McAdaMJacOb,NEU,0.5708714723587036
@MAS HOW THE HELL U KNOW THAT MH370 CRASHED IN INDIAN OCEAN!!!,19106719,"29 March 2014, 9:41:44 AM",449410572597997569,449738147300376576,['449738147300376576'],1882565276,McAdaMJacOb,NEG,0.9325624108314514
@mas hlw,19106719,"29 March 2014, 8:07:18 AM",449410572597997569,449714379806625792,['449714379806625792'],2416683217,Jresconde,NEU,0.9481610059738159
@MAS There's definitely more to it than what you guys are telling us about MH370 ...why are you withholding information ?,19106719,"29 March 2014, 12:51:27 AM",449410572597997569,449604698211762177,['449604698211762177'],88355773,ssr99,NEG,0.8243334293365479
"@MAS assalam. sy bersimpati ats tragedi mh370 namun tak mmatahkan smgt sy utk jadi pilot. Btw, MAS ada latih cadet pilot tak ? Bila intake ?",19106719,"28 March 2014, 4:55:15 PM",449410572597997569,449484854703296512,['449484854703296512'],247363042,FitmanMalaysia,NEU,0.9762312769889832
"@MAS demi Allah! MH370 &amp; kotak hitamnya amat mustahil ditemui KECUALI phk korporat bank in RM2juta ke MBB no.156012053926 ,pakar ilmughaib!!",19106719,"28 March 2014, 3:26:15 PM",449410572597997569,449462458000740352,['449462458000740352'],1954347631,Muja25W,NEU,0.9661675691604614
"@MAS keep up the good work, the families may not realise it now but they will eventually",19106719,"28 March 2014, 3:10:18 PM",449410572597997569,449458446278987776,['449458446278987776'],1430448282,MeiLengChin,POS,0.9835202097892761
@MAS this video should not have been released so soon. It's patronizing and disrespectful to families who are grieving after the incident.,19106719,"28 March 2014, 1:20:43 PM",449410572597997569,449430869108084736,['449430869108084736'],1724734003,GreigJDuncan,NEG,0.9741547107696533
