text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
@MAS just tell them what was in MH 370 cargo hold.....,19106719,"27 March 2014, 8:11:16 PM",448137446446747648,449171799796768769,['449171799796768769'],2256018697,Petrossian50,NEU,0.9530802369117737
@MAS it is heartbreaking to see the pain the family members are going through.,19106719,"25 March 2014, 6:34:45 PM",448137446446747648,448422734973128704,['448422734973128704'],893243186,elizabe04677109,NEG,0.9509737491607666
"@MAS Everything about the way this entire investigation was handled, from the day it begun until now has been insulting to humanity! #MH370",19106719,"25 March 2014, 4:42:05 PM",448137446446747648,448394378327760896,['448394378327760896'],66019107,julzmusic,NEG,0.9729549884796143
@MAS that's not fair... there's no evidence that they're deep in the ocean...,19106719,"25 March 2014, 3:31:28 PM",448137446446747648,448376609662582784,['448376609662582784'],2396828390,120Sandra120,NEG,0.8096646070480347
"@MAS 1. Sorrow for MH370. 2. according what B.J habibi said,  exploded MH370 is the most possibility you can research.",19106719,"25 March 2014, 11:51:23 AM",448137446446747648,448321223303254017,['448321223303254017'],79148648,eqyelroz,NEU,0.6510158181190491
@MAS by a sms?!!!!!! That's the way???,19106719,"25 March 2014, 10:49:00 AM",448137446446747648,448305522916065280,['448305522916065280'],161790707,Pau_Rio,NEU,0.8349453210830688
@MAS  fuck you！,19106719,"25 March 2014, 10:41:56 AM",448137446446747648,448303745756319744,['448303745756319744'],90543426,moneky719,NEG,0.9812456369400024
@MAS @newscomauHQ terrible news,19106719,"25 March 2014, 10:37:30 AM",448137446446747648,448302628175237120,['448302628175237120'],2390376698,Andrew_NewZero,NEG,0.9752061367034912
assalammu'alaikum @mas .....piye khabare? #apik?,19106719,"25 March 2014, 10:27:10 AM",448137446446747648,448300029674291201,['448300029674291201'],601759476,ciloS1,NEU,0.9740511178970337
"@MAS Shame on u! Text messages? After all your omissions, contradictions, lapses, delays, this is how u treat human beings? Shame! #MH370",19106719,"25 March 2014, 10:25:22 AM",448137446446747648,448299574050832385,['448299574050832385'],890584542,BelieveInZito,NEG,0.9788206219673157
@MAS bo shit,19106719,"25 March 2014, 8:16:19 AM",448137446446747648,448267097403957248,['448267097403957248'],601545960,CharleeTao,NEG,0.9611348509788513
@MAS we don't believe u!,19106719,"25 March 2014, 7:46:37 AM",448137446446747648,448259624366374912,['448259624366374912'],2387286374,hwdOlivia,NEG,0.9603429436683655
@MAS CNN news is a big liar..,19106719,"25 March 2014, 7:12:18 AM",448137446446747648,448250986981638144,['448250986981638144'],41327638,kerenggut,NEG,0.9788219928741455
@MAS should sue @CNN after mission ends,19106719,"25 March 2014, 7:03:14 AM",448137446446747648,448248707276738560,['448248707276738560'],297202823,nurulainsili,NEG,0.9205504655838013
How IMPERSONAL &amp; DISRESPECTFUL to notify family members of such tragic news via text message! GET IT TOGETHER @MAS!!!,19106719,"25 March 2014, 6:00:35 AM",448137446446747648,448232939101253632,['448232939101253632'],516195669,InkanPrince,NEG,0.980066180229187
"@MAS To you, sympathy and thoughts on the loss of your loved flight crew.",19106719,"25 March 2014, 5:15:27 AM",448137446446747648,448221580523364353,['448221580523364353'],185554632,ZZiillaa,NEU,0.8438518643379211
"@MAS Text message? really? i want to express my feelings, but i am afraid the world has not yet invented words that i can use to call you.",19106719,"25 March 2014, 4:45:43 AM",448137446446747648,448214098690719746,['448214098690719746'],1734116263,faraz_ahm,NEG,0.7783441543579102
@MAS such a disgrace! My heart goes out to all of the families,19106719,"25 March 2014, 4:23:25 AM",448137446446747648,448208487760551936,['448208487760551936'],84501333,foxeerox,NEG,0.9749149680137634
@MAS anda harus lebih sensitive...!! Ini bukanlah sekedar menyangkut masa depan anda...ada nyawa 239 orang di dalamnya...,19106719,"25 March 2014, 3:36:02 AM",448137446446747648,448196563710398464,['448196563710398464'],776398058,DwiTahitu,NEU,0.9372462630271912
@MAS YOU ARE AN ABSOLUTE DISGRACE!WHAT WERE YOU THINKING WHEN SENDING THAT TEXT? YOU TOLD THEM ABOUT THEIR DEATH VIA TEXT MESSAGE!! Disgrace,19106719,"25 March 2014, 2:39:16 AM",448137446446747648,448182277282234368,['448182277282234368'],50591532,Chiogonzalezmed,NEG,0.9832884669303894
"@MAS honestly, I will never ever get on any Malaysian airplane or any Boing 777.",19106719,"25 March 2014, 2:39:15 AM",448137446446747648,448182274086146049,['448182274086146049'],1339437522,wuchat85,NEG,0.9738501906394958
@MAS,19106719,"25 March 2014, 2:09:45 AM",448137446446747648,448174850239373313,['448174850239373313'],499876766,maelmale,NEU,0.9249069094657898
"C.c @HalaGorani @clancycnn RT @MAS: [#MASalert] - http://t.co/pXs6QASSuO""",19106719,"25 March 2014, 1:16:59 AM",448137446446747648,448161571127054336,['448161571127054336'],83088862,AZRULamir,NEU,0.9753988981246948
@MAS,19106719,"25 March 2014, 1:15:39 AM",448137446446747648,448161233477201920,['448161233477201920'],1221032390,Rohan1808,NEU,0.9249069094657898
RT “@MAS: [#MASalert] We've provided an update on our communications with the families on this difficult day - http://t.co/HHeLIGGdef”,19106719,"25 March 2014, 1:13:46 AM",448137446446747648,448160760938508288,['448160760938508288'],2313204931,LillSaleh,NEU,0.962108850479126
@MAS TRUTH!! PROOF!!,19106719,"25 March 2014, 1:07:34 AM",448137446446747648,448159199793795072,['448159199793795072'],319406270,LydiaS_1995,POS,0.9716145396232605
@MAS you told family's via txt in English that there loved ones are dead you call that right ? That's disrespectful disgusting &amp; shameful,19106719,"25 March 2014, 1:04:11 AM",448137446446747648,448158349813878784,['448158349813878784'],116883755,xxCharlenexxB,NEG,0.9791206121444702
Comunicado oficial del @MAS a los familiares del #MH370 :  http://t.co/beA9LCtiwT,19106719,"25 March 2014, 12:57:52 AM",448137446446747648,448156758696275968,['448156758696275968'],17089547,sandraclivati,NEU,0.9765872359275818
"@MAS why is the plane went a fucking reversed direction for 8 hours? more questions need to be answered, not only the confirmation.",19106719,"25 March 2014, 12:57:04 AM",448137446446747648,448156557478739968,['448156557478739968'],1275678547,maoliang900824,NEG,0.9567256569862366
@MAS assuming that you sent texts as a last resort...it would have been even worse for families to get first news from media reports MH370,19106719,"25 March 2014, 12:49:24 AM",448137446446747648,448154628526718976,['448154628526718976'],507919973,CalmHolmes,NEG,0.8604809045791626
@MAS shame on you,19106719,"25 March 2014, 12:46:48 AM",448137446446747648,448153975079305216,['448153975079305216'],1727338038,JerryWSCU,NEG,0.9689468741416931
@MAS but you have texted the families of the news...that's cold,19106719,"25 March 2014, 12:44:38 AM",448137446446747648,448153431094870016,['448153431094870016'],2313132087,ChristineStergi,NEG,0.8983781933784485
@MAS it was via text message that you inform mothers your family dissappeared 17 days ago,19106719,"25 March 2014, 12:28:19 AM",448137446446747648,448149322644070400,['448149322644070400'],81632884,isituma,NEG,0.7058606743812561
“@MAS: [#MASalert] We've provided an update on our communications with the families on this difficult day - http://t.co/tHoVUCAzfa”,19106719,"25 March 2014, 12:26:36 AM",448137446446747648,448148889502101505,['448148889502101505'],53343533,davidputrah,NEU,0.9630230665206909
@MAS my heart goes out to all those innocent passengers and to all who love them.,19106719,"25 March 2014, 12:23:39 AM",448137446446747648,448148148436090880,['448148148436090880'],2399178174,LindaMa57666345,NEU,0.6437103748321533
RT @MAS [#MASalert] We've provided an update on our communications with the families on this difficult day - http://t.co/wJnypjlIeZ,19106719,"25 March 2014, 12:11:46 AM",448137446446747648,448145159968919553,['448145159968919553'],1280044520,vodcakhola,NEU,0.9584124088287354
@MAS gd that you are making public your ongoing efforts to support families &amp; that texts were only one small part of vital communications.,19106719,"25 March 2014, 12:08:54 AM",448137446446747648,448144435365543938,['448144435365543938'],507919973,CalmHolmes,NEU,0.7769851088523865
@MAS you told them by SMS?  That's not very compassionate.,19106719,"24 March 2014, 11:54:24 PM",448137446446747648,448140787893936128,['448140787893936128'],19782641,yamesh,NEG,0.9583373069763184
“@MAS: [#MASalert] We've provided an update on our communications with the families on this difficult day - http://t.co/n2basfTxDh” #HM370,19106719,"24 March 2014, 11:53:45 PM",448137446446747648,448140623275491329,['448140623275491329'],107608827,Daisy1158,NEU,0.9713663458824158
"@MAS By the way why is the url in the announcement labeled as ""dark-site."" Scary enough already with #MH370",19106719,"24 March 2014, 11:44:04 PM",448137446446747648,448138186703634432,['448138186703634432'],6154722,desmondj,NEG,0.9214455485343933
@MAS communicated yes....but what's with the sms....that's nt professional at all...a big no for #MAS anymore..,19106719,"24 March 2014, 11:42:46 PM",448137446446747648,448137860919468032,['448137860919468032'],2406486018,GKShavin,NEG,0.9784014821052551
