text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
@MAS try matching the oil found on the waters to that of used it the plane... it may help out ri8??,19106719,"9 March 2014, 11:27:15 PM",442586625411788800,442698136381706240,['442698136381706240'],2380692726,Kapil17841424,NEU,0.9043276906013489
Our thoughts n prayers with all involved in @MAS incident.,19106719,"9 March 2014, 8:45:56 PM",442586625411788800,442657539365154816,['442657539365154816'],1098257989,DrMd9,NEU,0.8675008416175842
@MAS Hopefully it can be located soon. My thoughts &amp; prayers with all the crew &amp; passengers &amp; their family.,19106719,"9 March 2014, 8:23:20 PM",442586625411788800,442651853864439808,['442651853864439808'],9219982,MartaZeng,POS,0.8335439562797546
@MAS Hope MAS has checked the cargo manifest of MH 370 to see if there was any DG goods on board,19106719,"9 March 2014, 8:07:13 PM",442586625411788800,442647796899131392,['442647796899131392'],72445176,suba6975,NEU,0.9689227938652039
@MAS I am crazy. my friend... promised me he will come back... but where is he....,19106719,"9 March 2014, 8:04:00 PM",442586625411788800,442646989595893760,['442646989595893760'],1913542489,vicky97917,NEU,0.6053016185760498
"@MAS you could have lots of info, eg. luggage from two passengers with stolen passports, their video when through security check...",19106719,"9 March 2014, 7:52:02 PM",442586625411788800,442643977486221312,['442643977486221312'],406443515,sunnynorthbear,NEU,0.8039660453796387
@MAS @MAS keep it up We all are still praying for MH370,19106719,"9 March 2014, 7:48:56 PM",442586625411788800,442643196904878081,['442643196904878081'],1423478671,alrenanini,POS,0.6282481551170349
@MAS,19106719,"9 March 2014, 7:27:40 PM",442586625411788800,442637844389957632,['442637844389957632'],2323600819,Craziixz,NEU,0.9249069094657898
@MAS 3 hours already,19106719,"9 March 2014, 7:25:32 PM",442586625411788800,442637306730524672,['442637306730524672'],363529149,_GordonGao,NEU,0.9351277947425842
@MAS :(,19106719,"9 March 2014, 7:20:40 PM",442586625411788800,442636082966835200,['442636082966835200'],182384436,sartorialgirl,NEG,0.9413849711418152
Been 3 RT @MAS: No new update as yet but the search &amp; rescue teams are hard at work. Next tweet in an hour or two depending on developments.,19106719,"9 March 2014, 7:05:05 PM",442586625411788800,442632158931210240,['442632158931210240'],189817340,kai_kaenoi,NEU,0.9704982042312622
@MAS need keep on going as you carry our hope and pride,19106719,"9 March 2014, 6:40:25 PM",442586625411788800,442625951252242432,['442625951252242432'],2200480554,michaelkk59,POS,0.9027097225189209
“@MAS: No new update as yet but the search &amp; rescue teams are hard at work. Next tweet in an hour or two depending on developments.”,19106719,"9 March 2014, 6:03:00 PM",442586625411788800,442616537447276544,['442616537447276544'],391829634,Maneenat_TPBS,NEU,0.9695091247558594
@MAS our prayers are with those who have loved ones on the flight &amp; still a hope for a Miracle to happen 🙏,19106719,"9 March 2014, 5:59:46 PM",442586625411788800,442615725262266368,['442615725262266368'],173385473,NeetoOz,POS,0.931707501411438
@MAS Is it possible for a civil airplane to get out of The scope of the atmosphere of the earth ? #thinkOutOfTheBox,19106719,"9 March 2014, 5:27:56 PM",442586625411788800,442607710903996416,['442607710903996416'],28861371,Mhegomaa,NEU,0.9500840902328491
@MAS I understand the situation....not easy to find out what happened....just praying all be in a good....,19106719,"9 March 2014, 5:27:01 PM",442586625411788800,442607480229470209,['442607480229470209'],2378631914,anneann57,NEU,0.8197161555290222
pietohkm😩“@MAS: No new update as yet but the search &amp; rescue teams are hard at work.Next tweet in an hour or two depending on developments.”,19106719,"9 March 2014, 5:03:25 PM",442586625411788800,442601542718214144,['442601542718214144'],1668310730,Novianinditaaaa,NEU,0.9692111611366272
@MAS #PrayForMH370 hope everythings well n they come back safely,19106719,"9 March 2014, 4:54:14 PM",442586625411788800,442599230780080128,['442599230780080128'],218387261,Nxrxl_x,POS,0.8495635986328125
@MAS please give us a answer.,19106719,"9 March 2014, 4:47:01 PM",442586625411788800,442597415661477888,['442597415661477888'],1632951818,doumotoeikou,NEU,0.9661413431167603
Pray for @MAS,19106719,"9 March 2014, 4:38:51 PM",442586625411788800,442595360138350592,['442595360138350592'],2277482798,Poppy1689,NEU,0.8986974358558655
“@MAS: No new update as yet but the search &amp; rescue teams are hard at work. Next tweet in an hour or two depending on developments.”,19106719,"9 March 2014, 4:35:01 PM",442586625411788800,442594395804561408,['442594395804561408'],22240502,Empressrox,NEU,0.9695091247558594
@MAS contact Apple to see if you guys can track any iPhone onboard #MH370,19106719,"9 March 2014, 4:32:14 PM",442586625411788800,442593694915391490,['442593694915391490'],57554439,samuraijin,NEU,0.9653371572494507
Just do your best guys @MAS! #PrayForMH370,19106719,"9 March 2014, 4:29:15 PM",442586625411788800,442592945598775297,['442592945598775297'],428457466,AtiqHuxley,NEU,0.5832330584526062
@MAS woooohhh that seem mysterious now..,19106719,"9 March 2014, 4:28:36 PM",442586625411788800,442592782293954560,['442592782293954560'],62151851,asarians,NEU,0.6678990125656128
"@mas 
so sad about this incidents.
lets pray for mh370.
may God will protect all the crew n passenger..amin.....",19106719,"9 March 2014, 4:23:06 PM",442586625411788800,442591396772319232,['442591396772319232'],1923669673,naizatul9,NEU,0.6342861652374268
@MAS I think Mas should stop using the flight number MH370 for live flights immediately! It is insensitive and disrespectful,19106719,"9 March 2014, 4:22:17 PM",442586625411788800,442591191901929472,['442591191901929472'],306846551,HunainD,NEG,0.9676545858383179
“@MAS: No new update as yet but the search &amp; rescue teams are hard at work. Next tweet in an hour or two depending on developments.”,19106719,"9 March 2014, 4:21:19 PM",442586625411788800,442590946698358784,['442590946698358784'],145508867,DissaneyTodd,NEU,0.9695091247558594
“@MAS: No new update as yet but the search &amp; rescue teams are hard at work. Next tweet in an hour or two depending on developments.”,19106719,"9 March 2014, 4:19:26 PM",442586625411788800,442590472779755520,['442590472779755520'],496916724,uma_2530,NEU,0.9695091247558594
@MAS good job guys,19106719,"9 March 2014, 4:18:27 PM",442586625411788800,442590224590204928,['442590224590204928'],755357,suanie,POS,0.9835948348045349
@MAS Hope for good news next twt!!,19106719,"9 March 2014, 4:16:43 PM",442586625411788800,442589788911054848,['442589788911054848'],936759086,namphamhoai,POS,0.984245240688324
@MAS cari mnde lame sgt..satelit xdpt detect kah,19106719,"9 March 2014, 4:14:16 PM",442586625411788800,442589174906880000,['442589174906880000'],2370546823,buatduitutube,NEU,0.9758461713790894
"RT ""@MAS No new update as yet but the search &amp; rescue teams are hard at work. Next tweet in an hour or two depending on developments."" :(",19106719,"9 March 2014, 4:12:06 PM",442586625411788800,442588627390836736,['442588627390836736'],32347108,itspokpaek,NEG,0.8536893725395203
@MAS you guys have been working very hard. Thank you. Hope more clues are coming along.,19106719,"9 March 2014, 4:11:12 PM",442586625411788800,442588402819407873,['442588402819407873'],53339070,platformb,POS,0.9907384514808655
@MAS good luck guys,19106719,"9 March 2014, 4:09:45 PM",442586625411788800,442588036153364480,['442588036153364480'],2286150680,MitchiThai,POS,0.9858224987983704
@MAS ربنا يسهللكم..,19106719,"9 March 2014, 4:08:24 PM",442586625411788800,442587695475613696,['442587695475613696'],938377076,taufikdaud2,NEU,0.9330751895904541
@MAS so sad to hear dat...,19106719,"9 March 2014, 4:06:42 PM",442586625411788800,442587269602361344,['442587269602361344'],98401983,waseemwsm,NEG,0.9146825671195984
“@MAS: No new update as yet but the search &amp; rescue teams are hard at work. Next tweet in an hour or two depending on developments.”,19106719,"9 March 2014, 4:05:09 PM",442586625411788800,442586878483496960,['442586878483496960'],2215024274,Glelhov,NEU,0.9695091247558594
