text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
Where did that aircraft crash after it was shot down? “@MAS: The SAR teams from all over the world have come forward http://t.co/7HeaLIbBnk”,19106719,"14 March 2014, 9:16:38 AM",442847673842823168,444296013168128000,['444296013168128000'],378431389,TENorton,NEU,0.937923014163971
@MAS @eddydaud While we have hope n prayers for MH370 to come home SARs suggest we r looking for debris. No initiatives 2locate alive MH370,19106719,"11 March 2014, 1:20:20 AM",442847673842823168,443088985397547008,['443088985397547008'],481284076,kontarOP,NEU,0.8916875123977661
@MAS it's fantastic how people all pull together in an emergency.,19106719,"10 March 2014, 2:59:40 PM",442847673842823168,442932787889192960,['442932787889192960'],1537927190,PacificWingsMag,POS,0.9889105558395386
@MAS As per news if cellphone is ringing of one/many of the passengers then plz ask the network to trace the tower,19106719,"10 March 2014, 2:31:33 PM",442847673842823168,442925713797042176,['442925713797042176'],479271038,KokoPatro,NEU,0.9700233936309814
@MAS http://t.co/OZObeb5gOX,19106719,"10 March 2014, 1:37:02 PM",442847673842823168,442911990579990528,['442911990579990528'],82076405,arunjei,NEU,0.968247652053833
Reply to @MAS why aren't any of you asking for submarines and under water vehicles given likelihood of parts of plane and FUEL SLICK,19106719,"10 March 2014, 1:35:07 PM",442847673842823168,442911510558294017,['442911510558294017'],282854342,The1770Impact,NEU,0.5075851678848267
@MAS doa kami ada untuk MAS,19106719,"10 March 2014, 1:03:13 PM",442847673842823168,442903480458412032,['442903480458412032'],1302386276,H_Zafril,NEU,0.97014319896698
@MAS please update the news..we really want to know what happen. :'(,19106719,"10 March 2014, 1:03:09 PM",442847673842823168,442903465350553601,['442903465350553601'],2378820996,nurhabibahkamal,NEG,0.5763465166091919
@MAS Bullshit how does a plane just go 'missing' we all know its a terrorist attack. FUCK,19106719,"10 March 2014, 12:25:58 PM",442847673842823168,442894105698250754,['442894105698250754'],2381571368,PlaneMissing,NEG,0.9805373549461365
"They said When, not If. ""When the aircraft is located,..."" TQ 4 d hope, @MAS! We'r all in this 2gether. #PrayForMH370 http://t.co/3OywCKJeII",19106719,"10 March 2014, 12:14:51 PM",442847673842823168,442891309397708800,['442891309397708800'],249485643,inessukamakan,POS,0.7130737900733948
@MAS KUASA ALLAH @PUN PERBUATAN KHIANAT MANUSIA.. JGN PUTUS ASA.. BERUSAHA..BERDOA..BERTAWAKAL..,19106719,"10 March 2014, 11:50:46 AM",442847673842823168,442885248863326208,['442885248863326208'],2351564263,acapsalmah,NEU,0.9472190737724304
@MAS Sincere prayers from all of us.. #PrayForMH370 .. Amen..,19106719,"10 March 2014, 11:09:45 AM",442847673842823168,442874927104798721,['442874927104798721'],170977661,nfakurazi,NEU,0.6576327085494995
@MAS Well I think they crashed in the ocean. But there was an island like three miles away and there at the island.,19106719,"10 March 2014, 10:28:57 AM",442847673842823168,442864658676842496,['442864658676842496'],308386929,Samanthanthia,NEU,0.8322567343711853
@MAS,19106719,"10 March 2014, 10:24:33 AM",442847673842823168,442863553415233537,['442863553415233537'],2354823771,elsaperezlugo,NEU,0.9249069094657898
@MAS well done for the hard work. 辛苦了，马航 :),19106719,"10 March 2014, 10:01:55 AM",442847673842823168,442857854773366784,['442857854773366784'],31370842,zhuanna,POS,0.9894988536834717
@MAS you r still in our hearts,19106719,"10 March 2014, 9:58:22 AM",442847673842823168,442856964444262400,['442856964444262400'],345242547,zerra82,POS,0.9259137511253357
"@MAS Salam Sejahtera dunia...rasany bkn rakyat Malaysia shj yg sdg brsedih ktika ini,mlh sluruh Dunia turut merasa sedih...BERDOALAH..",19106719,"10 March 2014, 9:51:31 AM",442847673842823168,442855240820613120,['442855240820613120'],2320106744,shaoidet77,NEU,0.9736126065254211
@MAS @lopezdoriga muy burn trabajo en la television joaquin,19106719,"10 March 2014, 9:47:04 AM",442847673842823168,442854120152514560,['442854120152514560'],408198941,JoseIFloresLeal,NEU,0.9672682881355286
@MAS @lopezdoriga Te la pasas cachetona Joaquin,19106719,"10 March 2014, 9:45:44 AM",442847673842823168,442853781772836864,['442853781772836864'],408198941,JoseIFloresLeal,NEU,0.9686741828918457
@MAS all the best..god bless,19106719,"10 March 2014, 9:45:33 AM",442847673842823168,442853735736172544,['442853735736172544'],387050883,wowwee63,POS,0.9879053831100464
"@MAS it's the only decent thing to do, humans helping other humans sans the politics",19106719,"10 March 2014, 9:43:46 AM",442847673842823168,442853289919410176,['442853289919410176'],486513354,mr_henry_lee,POS,0.777284562587738
@MAS thanks for the painstaking endurance,19106719,"10 March 2014, 9:38:28 AM",442847673842823168,442851955463819264,['442851955463819264'],975242346,nyanasegaran700,POS,0.9715567827224731
@MAS I send you a big hug and my best wishes from Spain !! 🇪🇸,19106719,"10 March 2014, 9:36:50 AM",442847673842823168,442851545630400512,['442851545630400512'],434481161,Bcap1979,POS,0.9895740151405334
@MAS MAS is still my favourite and priority airline.,19106719,"10 March 2014, 9:32:49 AM",442847673842823168,442850533313744896,['442850533313744896'],106968591,rajlira,POS,0.9876921772956848
LATEST MEDIA STATEMENT via @MAS regarding #MH370 here: http://t.co/xksOQl2pHT,19106719,"10 March 2014, 9:30:33 AM",442847673842823168,442849961948889088,['442849961948889088'],864233112,tomkorocz,NEU,0.976348876953125
@MAS touched. This is the real meaning of unity and humanity,19106719,"10 March 2014, 9:23:53 AM",442847673842823168,442848286165041152,['442848286165041152'],287086794,CheongYewKen,POS,0.9743131399154663
