text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
"@MAS may b abt time let d investigator do their job wt less pressure 2 provide updates evryday.PC,when necessary &amp; 2 families only",19106719,"22 March 2014, 4:40:29 PM",446955657049018368,447306815311577089,['447306815311577089'],406855381,Carlzy2,NEU,0.9539724588394165
@MAS fuck you,19106719,"22 March 2014, 1:04:51 PM",446955657049018368,447252546319446016,['447252546319446016'],90543426,moneky719,NEG,0.9749246835708618
@MAS  R / T     MH370 update  21 March     http://t.co/yIJIOMwWJx,19106719,"22 March 2014, 6:43:49 AM",446955657049018368,447156658263707650,['447156658263707650'],91226096,Dave_Wilhelm,NEU,0.978256344795227
"@MAS where ever you are, where ever you go, we will find you, no matter what it takes, nor how long will it make. #MH370",19106719,"22 March 2014, 6:07:41 AM",446955657049018368,447147561904644096,['447147561904644096'],461673121,mdnizamy,NEU,0.8025907874107361
@MAS problem is Co.Pilot over acting n arogan because his swicth off GPS..please believe me because God bless,19106719,"22 March 2014, 6:00:01 AM",446955657049018368,447145634168975360,['447145634168975360'],2330289836,nifarianto,NEU,0.7292152047157288
"@MAS our fr ponpes yatim alhanif give you information,airplane mh 370 now in deepsea 2000 meters and 4 km south spartly island,trouble",19106719,"22 March 2014, 5:57:48 AM",446955657049018368,447145074992766976,['447145074992766976'],2330289836,nifarianto,NEU,0.9666759371757507
I don't know why but I hv this feeling you wud find about #MH370  before next 12 hours --- Amen! @MAS,19106719,"22 March 2014, 2:44:05 AM",446955657049018368,447096327160078336,['447096327160078336'],163073303,fanssay,NEU,0.8454481959342957
@MAS have an exact spot to present it to the authorities. but will move only by an offical only.,19106719,"22 March 2014, 1:43:33 AM",446955657049018368,447081094660112384,['447081094660112384'],179832801,Astropoduval,NEU,0.9714548587799072
@MAS tried many times to convey if not interested in my help to find it i cannot procced.,19106719,"22 March 2014, 1:42:20 AM",446955657049018368,447080786626220032,['447080786626220032'],179832801,Astropoduval,NEG,0.89862060546875
Latest on missing #MH370 flight RT @MAS: [#MASalert] MH370 Flight Incident Press Briefing Update for 21 March 2014  - http://t.co/NIcVzFXaHz,19106719,"21 March 2014, 11:59:34 PM",446955657049018368,447054922304208896,['447054922304208896'],26886095,flyLAXairport,NEU,0.9731405973434448
"@MAS NOT CASUALLITY 20 @FreeScale EMPLOYER EXPERTS-INVOLVED IN MILLITARY BLACK PROGRAM, INVISIBLE AIRPLANE CONTRACT @DARPA @USAirForce #rfid",19106719,"21 March 2014, 10:56:54 PM",446955657049018368,447039154040225793,['447039154040225793'],2359885746,HackerMan01,NEU,0.585776150226593
@MAS,19106719,"21 March 2014, 9:48:06 PM",446955657049018368,447021839923941376,['447021839923941376'],1394844276,yuaysh,NEU,0.9249069094657898
"@MAS This man has an unusual theory about the flight's disappearance 
http://t.co/50IP9oSttY",19106719,"21 March 2014, 8:33:26 PM",446955657049018368,447003049870241792,['447003049870241792'],55882022,oiseaufrancaise,NEU,0.9660398364067078
"MT: @MAS: [#MASalert] MH370 Flight Incident Press Briefing Update for 21 March 2014 ""We now have a credible lead."" http://t.co/8R3FrdJi3J",19106719,"21 March 2014, 8:17:07 PM",446955657049018368,446998943314890752,['446998943314890752'],17128502,OhStephanitely,NEU,0.729750394821167
RT@MAS: [#MASalert] MH370 Flight Incident Press Briefing Update for 21 March 2014  - http://t.co/nC91uWxA5c,19106719,"21 March 2014, 7:38:56 PM",446955657049018368,446989332910317568,['446989332910317568'],102284233,caperuza123,NEU,0.9799206852912903
"@MAS #MASalert PM abbott terlalu dini berbicara tentang puing MHA370, mestinya crosscheck dulu, atau foto satelit itu cuma hasil penyadapan",19106719,"21 March 2014, 7:07:06 PM",446955657049018368,446981321991024640,['446981321991024640'],87082919,zulfikriSSi,NEU,0.9754915833473206
