text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
@MAS yeah because that really helps the situation,19106719,"17 March 2014, 8:56:53 AM",443954440312090625,445378206917357568,['445378206917357568'],859870340,maddycoleiro,POS,0.896212100982666
@MAS sounds more like PR strategy than act of respect. Intensify search &amp; investigation to help victims' families. #somethingsmellsfishy,19106719,"16 March 2014, 12:59:06 PM",443954440312090625,445076773777448961,['445076773777448961'],1948150794,JesicaLSantos,NEG,0.9206369519233704
@MAS ha mark of respect....no one wanted to fly on flights named that..lol so u was losing business..dont say its for respect..,19106719,"16 March 2014, 11:47:26 AM",443954440312090625,445058739125903360,['445058739125903360'],1048294088,TheCarterFilez,NEG,0.9485865831375122
"@MAS can't believe it took you so long,,,, it was the obvious thing to do immediately!",19106719,"16 March 2014, 5:48:02 AM",443954440312090625,444968293573865472,['444968293573865472'],136428177,helenmw2906,NEU,0.5481433272361755
@MAS wise decision,19106719,"15 March 2014, 11:35:37 PM",443954440312090625,444874570923651072,['444874570923651072'],414525821,mossezidane,NEU,0.6494919657707214
@MAS prays for mh 370,19106719,"15 March 2014, 4:33:49 PM",443954440312090625,444768418416185344,['444768418416185344'],2390647182,FKhodir,NEU,0.9627789258956909
@MAS,19106719,"15 March 2014, 1:17:49 PM",443954440312090625,444719097071169536,['444719097071169536'],2390436793,mahadzir_mazil,NEU,0.9249069094657898
"@mas I don't care a bunch people in missin #Malaysian AL, but I'm concerned of the  million dead people of starvation in #Africa",19106719,"15 March 2014, 7:16:23 AM",443954440312090625,444628138903887873,['444628138903887873'],358575263,isep_saepul,NEG,0.9483383893966675
@MAS How will that help? #PrayForMH370,19106719,"15 March 2014, 1:46:06 AM",443954440312090625,444545017692966912,['444545017692966912'],46465008,shamsiaquraishi,NEU,0.9456193447113037
@MAS find the plane and stop the cover up,19106719,"14 March 2014, 10:25:12 PM",443954440312090625,444494463021621248,['444494463021621248'],180519272,Catt73ArmyMom,NEG,0.6221498847007751
@MAS : We'll be retiring flight codes MH370 &amp; MH371 as a mark of respect to the pax &amp; crew of the missing MH370 http://t.co/69f6r6dlyG,19106719,"14 March 2014, 9:18:40 AM",443954440312090625,444296522704756736,['444296522704756736'],234791295,Aviacons,NEU,0.720095157623291
"@MAS The mystery goes on, will Malaysian flight 370 ever be found",19106719,"14 March 2014, 7:50:06 AM",443954440312090625,444274234517245952,['444274234517245952'],1393033387,chookonstanley,NEU,0.9375812411308289
@MAS the plane is more important bye,19106719,"14 March 2014, 6:26:22 AM",443954440312090625,444253161080246273,['444253161080246273'],1594856954,livsghost,NEU,0.8986196517944336
@MAS,19106719,"14 March 2014, 5:52:30 AM",443954440312090625,444244638975524865,['444244638975524865'],2387374406,hasdoang8888,NEU,0.9249069094657898
@MAS it is standard to change the flight number for any airline after a loss. I personally think MAS are doing all they can. Prayers sent.,19106719,"14 March 2014, 4:36:03 AM",443954440312090625,444225399900622848,['444225399900622848'],806473470,Stuart58143471,POS,0.6180969476699829
@MAS hey note to self don't fly mayalsia airlines they can't find there ass with both hands in broad daylight,19106719,"14 March 2014, 2:30:37 AM",443954440312090625,444193835170553856,['444193835170553856'],232751028,carbine10101,NEG,0.957975447177887
“@MAS: We'll be retiring flight codes MH370 &amp; MH371 as a mark of respect to the pax &amp; crew of the missing MH370 http://t.co/t0eLs4SCdM” -:(,19106719,"14 March 2014, 2:03:26 AM",443954440312090625,444186992851832832,['444186992851832832'],105872602,akd100,NEU,0.5588679313659668
@MAS AIRLINES SUCH OG OX FLL SEE EMS USA MALOX MAY BE OF HELP GOA @nelsonlariccia5 FACEBOOK LARICCIA NELSON MY LINKS AND ALSO ON YOUR SITE @,19106719,"14 March 2014, 12:32:24 AM",443954440312090625,444164086092537856,['444164086092537856'],223171129,nelsonlariccia,NEU,0.8118377923965454
"@MAS I dreamed about dat plane no fall there cindicate ... I saw it in village near china mafia cindicate n ask them work,Why I dream lk ts?",19106719,"14 March 2014, 12:27:09 AM",443954440312090625,444162762051047425,['444162762051047425'],1599424014,Khaduj240609,NEU,0.8652889132499695
@MAS please search between the border of malaysia &amp; thailand on the beach underneath  a tall cliff #MH370,19106719,"14 March 2014, 12:24:45 AM",443954440312090625,444162157651832833,['444162157651832833'],166060432,ewinkdeejay,NEU,0.9751201868057251
@MAS ..its not goodbye yet to mh370..dont give up on her,19106719,"13 March 2014, 10:50:07 PM",443954440312090625,444138341986869249,['444138341986869249'],537416705,manness1,POS,0.5546798706054688
"@MAS 11hrs, no update?",19106719,"13 March 2014, 10:16:41 PM",443954440312090625,444129930628960256,['444129930628960256'],114998107,fatfacebikini,NEU,0.8226208686828613
@MAS,19106719,"13 March 2014, 9:37:01 PM",443954440312090625,444119947560488961,['444119947560488961'],330411456,Lindu2,NEU,0.9249069094657898
“@MAS We'll be retiring flight codes MH370 &amp; MH371 as a mark of respect to the pax &amp; crew of the missing MH370,19106719,"13 March 2014, 8:58:28 PM",443954440312090625,444110246353440768,['444110246353440768'],216567288,Korky85,NEU,0.7690050005912781
@MAS in respect just find the Fucken plane!!,19106719,"13 March 2014, 8:57:37 PM",443954440312090625,444110033089867776,['444110033089867776'],216567288,Korky85,NEG,0.9565067291259766
"@MAS FOCUS! Get facts 1.Engine reports from RR, &amp; all records# 2. Flight records then take facts &amp; set action! Stop chasing &amp; creating chaos",19106719,"13 March 2014, 8:48:37 PM",443954440312090625,444107766144045056,['444107766144045056'],1969209186,People_Against,NEU,0.5943764448165894
"@MAS That's great but how about you tell the truth!! Stop the lies,cover ups!! this was YOUR plane!!!!!",19106719,"13 March 2014, 7:16:40 PM",443954440312090625,444084625661390848,['444084625661390848'],1886512765,me2_melissa,NEG,0.5270878076553345
@MAS,19106719,"13 March 2014, 7:14:06 PM",443954440312090625,444083979977650177,['444083979977650177'],1394844276,yuaysh,NEU,0.9249069094657898
“@MAS:We'll be retiring flight codes MH370 &amp; MH371 as a mark of respect to the pax &amp; crew of the missing #MH370. No more MH flight codes,19106719,"13 March 2014, 6:04:17 PM",443954440312090625,444066413422993408,['444066413422993408'],54167444,nikaynakih,NEU,0.8590779304504395
RT @MAS:  We'll be retiring flight codes MH370 &amp; MH371 as a mark of respect to the pax &amp; crew of the missing MH370 http://t.co/SW0HQlfcWV,19106719,"13 March 2014, 5:59:26 PM",443954440312090625,444065189357305856,['444065189357305856'],7144882,heykim,NEU,0.67889404296875
@MAS #PrayForMH370 http://t.co/YTMjmQwX93,19106719,"13 March 2014, 5:04:56 PM",443954440312090625,444051476378177537,['444051476378177537'],1538885479,joko_suntoro,NEU,0.9637786746025085
@MAS of coz they r trying hard to locate da plane.,19106719,"13 March 2014, 3:42:58 PM",443954440312090625,444030849571225600,['444030849571225600'],291606869,zakry77,NEU,0.9449226260185242
"@MAS Really Sad to know :(
#MH370",19106719,"13 March 2014, 3:19:54 PM",443954440312090625,444025044696436737,['444025044696436737'],2336934248,IshaAtreja,NEG,0.9214348196983337
RT @MAS: We'll be retiring flight codes MH370 &amp; MH371 as a mark of respect to the pax &amp; crew of the missing MH370 @ChannelNewsAsia,19106719,"13 March 2014, 2:32:42 PM",443954440312090625,444013165987127296,['444013165987127296'],59770412,lynnechee,NEU,0.7169849872589111
"@MAS ""We will retire."" Please be sincere and delicate with use of language regarding #MH370",19106719,"13 March 2014, 2:26:48 PM",443954440312090625,444011679899455488,['444011679899455488'],1873961359,teamt5t5,NEU,0.9544396996498108
@MAS should also retire the MAS senior management at the same time for incompetence! I've never seen anything so mishandled.,19106719,"13 March 2014, 2:21:22 PM",443954440312090625,444010312778256384,['444010312778256384'],53089143,desilvb,NEG,0.9812434315681458
@MAS meaningless gesture at this point in time. Your priorities are finding the plane...,19106719,"13 March 2014, 2:14:35 PM",443954440312090625,444008606560575489,['444008606560575489'],735334399,VictorLing888,NEG,0.9231385588645935
@MAS 🙏🙏🙏,19106719,"13 March 2014, 1:15:10 PM",443954440312090625,443993653845835776,['443993653845835776'],1639829676,anamadelos,NEU,0.9483832120895386
@MAS I think it is clear what has happened. The question is who was responsible for this horrific. act of terrorism.,19106719,"13 March 2014, 12:51:44 PM",443954440312090625,443987757560762368,['443987757560762368'],174279417,AndrewWPeters,NEG,0.9389280676841736
@MAS ...saya berharap kita sama2 berdoa semoga MH370 berada dalam keadaan selamat,19106719,"13 March 2014, 12:44:52 PM",443954440312090625,443986029515509760,['443986029515509760'],2386364960,madgunungbongsu,NEU,0.9642239809036255
@MAS Stop with the PR ploy and start supporting the families of the missing passengers. #MH370,19106719,"13 March 2014, 12:43:51 PM",443954440312090625,443985773314842624,['443985773314842624'],223359992,NicoleDontCare1,NEU,0.7239071130752563
@MAS be positive. Don't retire quote yet as it will send a wrong message. Miracles do happen. 🙏,19106719,"13 March 2014, 12:43:38 PM",443954440312090625,443985716599455745,['443985716599455745'],256046665,spritualjourney,POS,0.9310458898544312
MT @MAS: We'll be retiring flight codes MH370 &amp; MH371 as a mark of respect to the pax &amp; crew of the missing #MH370. http://t.co/WNYWEbbcQu,19106719,"13 March 2014, 12:38:31 PM",443954440312090625,443984430151905280,['443984430151905280'],20494730,JasonWhitely,NEU,0.7357378602027893
"@MAS This is great news. Having said this, let's talk about the  really important stuff.",19106719,"13 March 2014, 12:31:39 PM",443954440312090625,443982702292008960,['443982702292008960'],146617038,anavz02,POS,0.9842496514320374
"@mas Not yet, imho, re: WSJ report.. #MH370",19106719,"13 March 2014, 12:29:41 PM",443954440312090625,443982207774777344,['443982207774777344'],30460070,NrIsodera,NEU,0.9122393131256104
"@MAS What  is your hurry to retire the codes the plane flew back over Malaysia ""AsthfarUAllah""",19106719,"13 March 2014, 12:29:38 PM",443954440312090625,443982193648361472,['443982193648361472'],26833923,DrImranKhan,NEU,0.9062079191207886
@MAS  the fuck are you guys doing 6 days and no answers good job.,19106719,"13 March 2014, 12:03:06 PM",443954440312090625,443975516471574528,['443975516471574528'],1398703381,JagAtwal2,NEG,0.9790094494819641
@MAS A good sign of respect. The Wall Street Journal reports that the plane may have flown on hours after contact lost. Any info?,19106719,"13 March 2014, 11:57:25 AM",443954440312090625,443974085270196224,['443974085270196224'],102142168,PPotterEwald,POS,0.9067870378494263
@skift @MAS I'm pretty sure that's not going to ease the pain. Just focus on finding the plane and stop worrying about PR ploys.,19106719,"13 March 2014, 11:50:32 AM",443954440312090625,443972353291067392,['443972353291067392'],17398620,JoeDiazAFAR,NEG,0.9161868095397949
@MAS Please change no problem at all After the ill-fated aircraft has been found completely.,19106719,"13 March 2014, 11:34:29 AM",443954440312090625,443968314025316352,['443968314025316352'],764856384,KediriKiss,NEU,0.8916835784912109
@MAS What has compelled you to change just numbers. 370 &amp; 371 to be 318 &amp; 319. Does it mean too much worth for your luck? Simply NOT NOW.,19106719,"13 March 2014, 11:30:19 AM",443954440312090625,443967267697459202,['443967267697459202'],764856384,KediriKiss,NEG,0.7857589721679688
"@MAS Thank you for retiring #MH370 ! Our prayers from Phoenix;Arizona,USA to you across the pacific!",19106719,"13 March 2014, 11:00:28 AM",443954440312090625,443959755090837505,['443959755090837505'],1077704174,PhxJuanTVNews,POS,0.9727761745452881
@MAS 'Bout time.,19106719,"13 March 2014, 10:58:48 AM",443954440312090625,443959334025039873,['443959334025039873'],789970297,BrakesForBagels,NEU,0.8352430462837219
@MAS bukan setakat tukar kod penerbangan...stop hidang arak n tukar baju pramugari.contohi royal brunei,19106719,"13 March 2014, 10:57:32 AM",443954440312090625,443959015127535616,['443959015127535616'],275372546,Uncle_nazz,NEU,0.9699746966362
@MAS KT Mobile: Malaysia Airlines: What could have happened to MH370... http://t.co/6njLjkCRZD,19106719,"13 March 2014, 10:57:11 AM",443954440312090625,443958926812258304,['443958926812258304'],316771513,shamsaziz80,NEU,0.9312154650688171
"@MAS it would be respectful if you did so after over 200 ""missing"" people have been found! #malaysia",19106719,"13 March 2014, 10:46:55 AM",443954440312090625,443956344014794752,['443956344014794752'],43964874,poliquest,NEG,0.5157284736633301
@MAS it's about time! Should've done it immediately.,19106719,"13 March 2014, 10:46:24 AM",443954440312090625,443956212468441088,['443956212468441088'],8488782,interface7,NEU,0.8601346611976624
@MAS #MASalert Alhamdullilah. A commendable and respectable tribute for all involved.  Thanks MAS.,19106719,"13 March 2014, 10:44:34 AM",443954440312090625,443955753456390144,['443955753456390144'],247732905,alanalaidin,POS,0.9907577037811279
@MAS just find the plane!,19106719,"13 March 2014, 10:41:26 AM",443954440312090625,443954962746200064,['443954962746200064'],2354226019,sitivalerie,NEU,0.9172176122665405
@MAS and so you should!,19106719,"13 March 2014, 10:39:50 AM",443954440312090625,443954562810933248,['443954562810933248'],140799490,Niiiiiiiiiik,POS,0.8247086405754089
