text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
@MAS this flight (MH066) went to Seoul International Airport  or Jeju International Airport???,19106719,"24 March 2014, 1:18:41 PM",447943040208875521,447980804069535745,['447980804069535745'],496553009,Mr_Froogy,NEU,0.9800866842269897
@MAS omg,19106719,"24 March 2014, 1:14:52 PM",447943040208875521,447979842210766848,['447979842210766848'],2267433624,eric_chuah96,NEU,0.5338119268417358
MEDIA STATEMENT via @MAS of MH066 (KUL-ICN) Diversion released at 11:30am/24 Mar 2014 - http://t.co/S7didcdj9v,19106719,"24 March 2014, 12:20:21 PM",447943040208875521,447966122181025792,['447966122181025792'],864233112,tomkorocz,NEU,0.97903972864151
Another one! WTF: MT @MAS Malaysia Airlines [#MASalert] Media Statement of MH066 (KUL-ICN) Diversion Mar 2014 - http://t.co/5Owz2ekmoo,19106719,"24 March 2014, 12:11:05 PM",447943040208875521,447963792782397440,['447963792782397440'],309483282,SoxOnTheBrain,NEG,0.8775824308395386
"@MAS keep strong, you are marvelous.",19106719,"24 March 2014, 11:53:02 AM",447943040208875521,447959248492720129,['447959248492720129'],56020678,JUANOMORA,POS,0.9883274435997009
@MAS Nepal now Korea next? Bad omen? Keep up the hard work!,19106719,"24 March 2014, 11:21:42 AM",447943040208875521,447951366523060224,['447951366523060224'],121306914,juarezfong,POS,0.4709323048591614
"@MAS Hello Afternoon Mrs/Ms,when interview for cabin crew?or stewarder?",19106719,"24 March 2014, 11:10:05 AM",447943040208875521,447948440442380288,['447948440442380288'],2407521174,JohnyNobody2209,NEU,0.9766688942909241
मलेसिया एयलाइन्सलाई दशा लागेछ कोरिया उडेको HK उत्रेछ “@MAS: Media Statement of MH066 (KUL-ICN) Diversion - http://t.co/Y1lSLMwFxu”,19106719,"24 March 2014, 10:55:38 AM",447943040208875521,447944805092306945,['447944805092306945'],14823017,salokya,NEU,0.957537829875946
is this signal for me to stay put this year?? “@MAS [#MASalert] Media Statement of MH066 (KUL-ICN) ... http://t.co/Ubt56zNUCJ,19106719,"24 March 2014, 10:55:37 AM",447943040208875521,447944800231124992,['447944800231124992'],121037231,ShafiDaiSy,NEU,0.9716129302978516
RT @MAS: [#MASalert] Media Statement of MH066 (KUL-ICN) Diversion released at 11:30am/24 Mar 2014 - http://t.co/yey3kd8NWV,19106719,"24 March 2014, 10:52:18 AM",447943040208875521,447943967846723585,['447943967846723585'],330504751,AirlineGeeks,NEU,0.9813575744628906
“@MAS: [#MASalert] Media Statement of MH066 (KUL-ICN) Diversion released at 11:30am/24 Mar 2014 - http://t.co/0SOL8ZGQ2T”// WTF,19106719,"24 March 2014, 10:50:49 AM",447943040208875521,447943592913694720,['447943592913694720'],60409329,raticio,NEG,0.5295574069023132
