text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
@MAS Sokongan untuk MAS tetap berterusan susah atau senang.MAS tetap yang terbaik di dunia.doa #MH370 dan ♥.,19106719,"20 March 2014, 8:18:59 AM",445377831363559425,446455831698354176,['446455831698354176'],2177672006,ZairinIsmail,NEU,0.9668329358100891
"@MAS please take the US support offered. Pride has no place now, families need answers.",19106719,"20 March 2014, 5:33:52 AM",445377831363559425,446414278816305152,['446414278816305152'],228222356,pclawlady,NEU,0.6223410367965698
@MAS  i think it's on a nearby island ( near Malaysia),19106719,"20 March 2014, 5:00:08 AM",445377831363559425,446405789490884608,['446405789490884608'],2396828390,120Sandra120,NEU,0.9755631685256958
@MAS I believe Capt. Zaharie is not a terorist instead of a brave person trying his best to save all the passengers.,19106719,"19 March 2014, 11:56:06 PM",445377831363559425,446329276741079040,['446329276741079040'],48353709,gagaganyong,POS,0.8162699341773987
"@MAS they are already in a bad situations, dont make it worse.",19106719,"19 March 2014, 11:53:40 PM",445377831363559425,446328661843517440,['446328661843517440'],48353709,gagaganyong,NEG,0.9715326428413391
"@MAS and please dont make any bullshit speculation of a hijacking or murder-suicide anymore, they're NOT a criminal! So please help them.",19106719,"19 March 2014, 11:26:36 PM",445377831363559425,446321850218332160,['446321850218332160'],48353709,gagaganyong,NEU,0.5245049595832825
"@MAS stop blabbering about hijacking!!! It's already 11 days, just find them... Their families are waiting.",19106719,"19 March 2014, 11:16:34 PM",445377831363559425,446319325889052672,['446319325889052672'],48353709,gagaganyong,NEG,0.9458767175674438
"@MAS 

Could this be the missing plane.? Maybe on its side, partially submerged with only fan out the water. http://t.co/OvC8kt8cnW",19106719,"19 March 2014, 3:19:01 PM",445377831363559425,446199149822619648,['446199149822619648'],2397475886,GmUmkhalifa,NEU,0.9168673157691956
@MAS http://t.co/Dpz5yjvSPc,19106719,"19 March 2014, 3:17:48 PM",445377831363559425,446198842631794688,['446198842631794688'],2397475886,GmUmkhalifa,NEU,0.9636278748512268
@MAS stop to searching MH370 because the plane had exploded in mid-air by someone,19106719,"19 March 2014, 1:00:32 PM",445377831363559425,446164298700582912,['446164298700582912'],230426254,dhaciddegea88,NEU,0.5662346482276917
@MAS  May GOD BLESS YOU at this time. LEAD ON THE LORD. HE KNOWS WHERE THEY ARE!,19106719,"19 March 2014, 8:44:29 AM",445377831363559425,446099861168193536,['446099861168193536'],503064233,vickiemanthei,POS,0.980258047580719
"As of today, I believe only the passengers, flight crew, &amp; North Korea know what's happening @MAS Malaysia #Flight370 http://t.co/0KyHAOz9Xe",19106719,"19 March 2014, 5:13:35 AM",445377831363559425,446046785614524416,['446046785614524416'],260613249,TroughtonRadio,NEU,0.9671115875244141
@MAS Malaysia Airlines Flight MH370 Don't you have Air Marshals on board of all your flights?  Or is this only for the United States?,19106719,"19 March 2014, 4:34:17 AM",445377831363559425,446036897450958850,['446036897450958850'],36200246,dinotars,NEU,0.8795937299728394
@mas interesting news on missing plane http://t.co/ovi1LN2ns3,19106719,"19 March 2014, 3:26:35 AM",445377831363559425,446019858535575552,['446019858535575552'],314666556,peterblks,NEU,0.8792275190353394
“@MAS: Thank you for your support during this difficult time. As the SAR effort continues updates will be released once new info is received,19106719,"19 March 2014, 12:45:32 AM",445377831363559425,445979330393690112,['445979330393690112'],230885273,reinaldososa_,POS,0.9587773084640503
@MAS #mh370 spoted in #Saudi Arabia 22.84123.n 50.4861.e,19106719,"19 March 2014, 12:22:48 AM",445377831363559425,445973606020161537,['445973606020161537'],1947883303,AvremelNowMoshi,NEU,0.9750290513038635
@MAS  has anybody looked into the possibility of MH370 landing at abandoned MZC airport in Cambodia?,19106719,"18 March 2014, 10:22:10 PM",445377831363559425,445943248083615745,['445943248083615745'],261873014,ansh_kataria,NEU,0.9646081924438477
@MAS http://t.co/LYo0NwR1k3 life raft ? http://t.co/tW2VaQsdiV,19106719,"18 March 2014, 9:38:35 PM",445377831363559425,445932282105171968,['445932282105171968'],1255424262,indienne33,NEU,0.9755621552467346
@MAS the following aircraft are on point : http://t.co/H2DHgmC1wa,19106719,"18 March 2014, 9:24:26 PM",445377831363559425,445928718171525120,['445928718171525120'],375196084,hermawansyah29,POS,0.7902171611785889
