text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
@mas please find me on beach help,19106719,"12 March 2014, 4:09:42 PM",442831647566602240,443675188149116929,['443675188149116929'],1550526685,romlieomiee,NEU,0.9494266510009766
@MAS,19106719,"10 March 2014, 4:45:58 PM",442831647566602240,442959540124786688,['442959540124786688'],2273714923,syahira64695398,NEU,0.9249069094657898
@MAS pray for MH370,19106719,"10 March 2014, 3:39:21 PM",442831647566602240,442942773981741056,['442942773981741056'],1553101764,intansikodok,NEU,0.9448642730712891
@MAS is a submarine send to help it search under water?,19106719,"10 March 2014, 2:59:15 PM",442831647566602240,442932682331127808,['442932682331127808'],341496045,MStarger,NEU,0.9730347990989685
@MAS pray for MH 0370,19106719,"10 March 2014, 12:56:28 PM",442831647566602240,442901781568163840,['442901781568163840'],945496596,RizalDeean,NEU,0.9532600045204163
@MAS why are you continuing to use MH370 for new flights? I hope it was an oversight.,19106719,"10 March 2014, 11:05:59 AM",442831647566602240,442873980559450112,['442873980559450112'],10959642,tara,NEG,0.7697161436080933
@MAS @bernamadotcom over 50hrs #PrayForMH370 been missing but no signs where's the fleet gone,19106719,"10 March 2014, 10:21:50 AM",442831647566602240,442862869554556929,['442862869554556929'],310156151,moulmz,NEU,0.5753675699234009
"@MAS Pray for the the safety of the Search &amp; rescue team, pray for the passangger, &amp; all the crew of MH370.",19106719,"10 March 2014, 9:57:02 AM",442831647566602240,442856627738136576,['442856627738136576'],144074849,PaiLanTun,NEU,0.7028771042823792
@MAS it's so hard to think of what has actually happened to the people on board if the plane disintegrated mid air...,19106719,"10 March 2014, 9:54:38 AM",442831647566602240,442856022961446912,['442856022961446912'],1863162966,mike8luk,NEG,0.795539915561676
@MAS @MissDiagnosis thoughts with all at Malaysian Airlines and family members #malaysiancrash,19106719,"10 March 2014, 9:52:33 AM",442831647566602240,442855498413383680,['442855498413383680'],163981893,SenJaffer,NEU,0.9759079217910767
“@MAS: As the day starts search &amp; rescue operations continue to locate MH370. Our thoughts are with those involved,19106719,"10 March 2014, 9:51:54 AM",442831647566602240,442855337184329728,['442855337184329728'],163981893,SenJaffer,NEU,0.9260836243629456
@MAS @vargasmoni I hope this story gets resolved and will not remain a complete mystery.,19106719,"10 March 2014, 9:50:37 AM",442831647566602240,442855011672801280,['442855011672801280'],1863162966,mike8luk,NEU,0.7277239561080933
“@MAS: ...search &amp; rescue operations continue to locate MH370. Our thoughts are with those involved as we wait for further updates.”,19106719,"10 March 2014, 9:44:54 AM",442831647566602240,442853575627374592,['442853575627374592'],14185058,SFDoug,NEU,0.8710543513298035
@MAS Thank you very much for the much needed update. Please find and save all the survivors if possible,19106719,"10 March 2014, 8:44:54 AM",442831647566602240,442838472840081408,['442838472840081408'],129623598,Wrx571,POS,0.9049892425537109
@MAS we have different news from the other countries....anyway just wait for the updates,19106719,"10 March 2014, 8:37:39 AM",442831647566602240,442836650792460288,['442836650792460288'],2177255611,Bigtanak,NEU,0.972238302230835
“@MAS: As the day starts search &amp; rescue operations continue to locate MH370. Our thoughts are with those involved as we wait for further,19106719,"10 March 2014, 8:31:00 AM",442831647566602240,442834977655648256,['442834977655648256'],46182188,AmreiGold,NEU,0.89439857006073
@MAS #PrayForMH370,19106719,"10 March 2014, 8:26:21 AM",442831647566602240,442833806395858945,['442833806395858945'],2271510282,annie_tan88,NEU,0.9607455134391785
"@mas ada warga kami, indonesia berapa orang di pesawat tsb???",19106719,"10 March 2014, 8:23:59 AM",442831647566602240,442833210196520960,['442833210196520960'],2343549175,TheInnu,NEU,0.9761491417884827
@MAS When is the next press conference?,19106719,"10 March 2014, 8:23:28 AM",442831647566602240,442833080844181505,['442833080844181505'],44117760,indie17,NEU,0.9769194722175598
@MAS @BBCBreaking  @MH370 thoughts and prayers to all on board and their families and services involved in rescue/investigation efforts,19106719,"10 March 2014, 8:22:24 AM",442831647566602240,442832812753043456,['442832812753043456'],120554393,IamCal75,NEU,0.774976372718811
"@MAS PRAY, MORE.......",19106719,"10 March 2014, 8:18:44 AM",442831647566602240,442831890651701248,['442831890651701248'],2182498362,iw_sby,NEU,0.8919405341148376
