text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
@MAS don't give up you guys will find the plane and please follow me.,19106719,"6 April 2014, 4:14:16 AM",448685583561261056,452554841194127360,['452554841194127360'],902631500,danielcatucci1,POS,0.8720640540122986
@MAS is it true u told people by text?,19106719,"31 March 2014, 3:45:14 AM",448685583561261056,450373207032619008,['450373207032619008'],1527977066,NishaSanaa,NEU,0.9737123847007751
@MAS All we need is the truth!,19106719,"30 March 2014, 11:41:44 AM",448685583561261056,450130734414434304,['450130734414434304'],2418303480,TomXixu,NEU,0.8788316249847412
@MAS: We're deeply saddened by the loss of #MH370. Our prayers &amp; condolences are with the families in this moment of sorrow.,19106719,"29 March 2014, 11:14:31 PM",448685583561261056,449942688004321280,['449942688004321280'],1973042497,Hadisolicitors,NEG,0.6831579208374023
@MAS Please find the plane Quckily！Quckliy！,19106719,"28 March 2014, 5:14:06 PM",448685583561261056,449489599727800320,['449489599727800320'],2351455320,Hemut1996,NEU,0.9486942887306213
@MAS,19106719,"28 March 2014, 11:22:10 AM",448685583561261056,449401033635020800,['449401033635020800'],2363638388,azizarif97,NEU,0.9249069094657898
@MAS killers,19106719,"28 March 2014, 3:00:06 AM",448685583561261056,449274684123533312,['449274684123533312'],153060847,cw14,NEG,0.7481757402420044
@MAS you better pray that your cargo list doesnt become an issue for the lawyers,19106719,"27 March 2014, 8:09:35 PM",448685583561261056,449171374519508992,['449171374519508992'],2256018697,Petrossian50,NEU,0.6808071732521057
@MAS WALLAHI! jika phk brkenaan nk sgt jumpa pesawat MH370 &amp; kotak hitamnya WAJIB mana2 phk transfer RM2juta ke MBB no.156012053926 segera!!,19106719,"27 March 2014, 7:50:50 PM",448685583561261056,449166654744711168,['449166654744711168'],1954347631,Muja25W,NEU,0.9717488288879395
"@MAS 

I believe the son of the pilot when he said that his father did not kidnap the plain.

his father is innocent.",19106719,"27 March 2014, 5:06:27 PM",448685583561261056,449125289281343489,['449125289281343489'],109296808,Dxbai,NEU,0.9359400868415833
@MAS  a tear literally dropped from my eye just thinkin about it. This is the worst way to go. #MH370,19106719,"27 March 2014, 3:53:30 PM",448685583561261056,449106929831272448,['449106929831272448'],726893023,StereoInformant,NEG,0.9761967658996582
@MAS deeply saddened indeed. Coming up next: http://t.co/7BVS7NfdOd,19106719,"27 March 2014, 1:39:57 PM",448685583561261056,449073318658711552,['449073318658711552'],2307787160,FridgeJug,NEG,0.9561306238174438
@MAS we people around the world also sad with tragedy but please take this tragedy as a lesson to improving your services after this,19106719,"27 March 2014, 11:08:55 AM",448685583561261056,449035310890897409,['449035310890897409'],167736875,guricula,NEG,0.5706762075424194
