author_id,text,id,edit_history_tweet_ids,created_at,in_reply_to_user_id,conversation_id,author_name,label,score
2388242935,@MAS prayers for them,448517519020941312,['448517519020941312'],2014-03-25T17:51:24.000Z,19106719,448110947937165312,edgardg80,POS,0.6409028172492981
1416940544,@MAS we offer our Sincere prayers to all the passenger &amp; crew of malaysian airlines MH370 condolence to all relatives ....,448445519761653760,['448445519761653760'],2014-03-25T13:05:18.000Z,19106719,448110947937165312,odlanor88,NEU,0.7056733965873718
2177672006,@MAS saya tetap ♥ MAS.,448443331417083904,['448443331417083904'],2014-03-25T12:56:36.000Z,19106719,448110947937165312,ZairinIsmail,NEU,0.9747906923294067
453843714,@MAS may God put the repose of their soul into peace and eternity! http://t.co/3BPzZjnGRS,448412932318035968,['448412932318035968'],2014-03-25T10:55:48.000Z,19106719,448110947937165312,ShingShyne,POS,0.8174919486045837
1958615208,@MAS my prayers and hope to all passengers that they are still alive,448411838477107200,['448411838477107200'],2014-03-25T10:51:28.000Z,19106719,448110947937165312,JLayaoen,POS,0.7609038949012756
765680912,@MAS Ma-lie-sia!!!!!!!!!!!!!!,448406713213800448,['448406713213800448'],2014-03-25T10:31:06.000Z,19106719,448110947937165312,liran017,NEG,0.8844399452209473
2433708881,@MAS condolence to the bereaved family..We are very sorry in your loss.:(,448368341015875584,['448368341015875584'],2014-03-25T07:58:37.000Z,19106719,448110947937165312,mj_mag2007,NEG,0.6917611360549927
2394027985,@MAS may all the soul be rest in peace...,448347708252643328,['448347708252643328'],2014-03-25T06:36:38.000Z,19106719,448110947937165312,CenzonJun,POS,0.8734581470489502
88937817,"@MAS Heartfelt condolences to the Malaysian Airlines team as well. To our beloved MAS CEO Mr Ahmad Jauhari, pls stay strong sir.",448338307047358464,['448338307047358464'],2014-03-25T05:59:16.000Z,19106719,448110947937165312,khazian,POS,0.971972644329071
2181112129,@MAS,448326680721907712,['448326680721907712'],2014-03-25T05:13:04.000Z,19106719,448110947937165312,Meilannie2,NEU,0.9518000483512878
60636761,@MAS condolences from Ph people...,448326526392475648,['448326526392475648'],2014-03-25T05:12:28.000Z,19106719,448110947937165312,TOORK,NEU,0.6442219018936157
797426359,@MAS,448324474941624322,['448324474941624322'],2014-03-25T05:04:18.000Z,19106719,448110947937165312,butch040183,NEU,0.9518000483512878
2314442077,@MAS sad...condolence to the family..,448321134212030464,['448321134212030464'],2014-03-25T04:51:02.000Z,19106719,448110947937165312,kirara1411,NEG,0.9492078423500061
143705849,@MAS we offer our prayers to the victims and their families,448319565957566464,['448319565957566464'],2014-03-25T04:44:48.000Z,19106719,448110947937165312,youarehealed,NEU,0.7729540467262268
917646794,@MAS stay strong God will provide all the answers... Our prayers from Philippines,448318916092116996,['448318916092116996'],2014-03-25T04:42:13.000Z,19106719,448110947937165312,nozomifaith0126,POS,0.9179266095161438
90543426,@MAS I humbly fuck you,448304369071841281,['448304369071841281'],2014-03-25T03:44:25.000Z,19106719,448110947937165312,moneky719,NEG,0.9817772507667542
631547714,@MAS We need the truth!!!,448284154950868992,['448284154950868992'],2014-03-25T02:24:05.000Z,19106719,448110947937165312,kellerdutoo,NEU,0.8568075895309448
2267333833,@MAS,448276249752788992,['448276249752788992'],2014-03-25T01:52:41.000Z,19106719,448110947937165312,jubinmathew008,NEU,0.9518000483512878
406290393,"“@MAS: We humbly offer our sincere thoughts, prayers
&amp; condolences 2 every1 affected by #MH370 tragedy"" at least families can now hv closure",448270184722092033,['448270184722092033'],2014-03-25T01:28:35.000Z,19106719,448110947937165312,bevng1971,POS,0.5371495485305786
252150806,@MAS How the hell does something like this happen! My heart breaks for the families &amp; passengers. Just awful! I can't believe it! 💔😢,448267668307460096,['448267668307460096'],2014-03-25T01:18:35.000Z,19106719,448110947937165312,RubyTeuzday,NEG,0.98509281873703
1354118108,@MAS MAS as international carrier and reputable airline should make an all out check up on all their aircraft captains and co-pilots!,448223155467726849,['448223155467726849'],2014-03-24T22:21:42.000Z,19106719,448110947937165312,yem0462,NEU,0.8818444609642029
43964874,@MAS keep working to FIND IT!! Closure would be the best gift you could give the families #M370,448220031009456129,['448220031009456129'],2014-03-24T22:09:17.000Z,19106719,448110947937165312,poliquest,POS,0.6492363810539246
411659444,@MAS your murders,448197104293658626,['448197104293658626'],2014-03-24T20:38:11.000Z,19106719,448110947937165312,kidinamoto,NEG,0.9774917960166931
155136946,@MAS :( my condolences to all affected n their family n frnds!! RIP!,448192162467823616,['448192162467823616'],2014-03-24T20:18:33.000Z,19106719,448110947937165312,ChikooA1,NEG,0.9560285210609436
212544783,@MAS what are you trying to hide?,448182014337089536,['448182014337089536'],2014-03-24T19:38:13.000Z,19106719,448110947937165312,Weiyi_Wu,NEU,0.9610066413879395
1275678547,"@MAS what we need more is clear, logic, and complete chain of truth and proofs.",448157289422540800,['448157289422540800'],2014-03-24T17:59:58.000Z,19106719,448110947937165312,maoliang900824,NEU,0.96189945936203
50731557,@MAS heart breaking so sad #crying,448139461969604608,['448139461969604608'],2014-03-24T16:49:08.000Z,19106719,448110947937165312,idworld1975,NEG,0.9825401902198792
135435635,"@MAS Sending my deepest condolences, thoughts &amp; prayers to the victims &amp; their families involved. This is really devastating. :-( -_-",448137449114304512,['448137449114304512'],2014-03-24T16:41:08.000Z,19106719,448110947937165312,djsammyt0917,NEG,0.9809000492095947
171553344,@MAS our deepest condolences from aching hearts from the Philippines. We are sincerely saddened by your loss. God bless your team.,448136499494526977,['448136499494526977'],2014-03-24T16:37:22.000Z,19106719,448110947937165312,AngeliPV,NEU,0.6621600985527039
2408321814,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/8rUBzhE8db”",448134310650867712,['448134310650867712'],2014-03-24T16:28:40.000Z,19106719,448110947937165312,lilszz,NEU,0.716444730758667
1348029342,@MAS prayers!,448132526368772097,['448132526368772097'],2014-03-24T16:21:34.000Z,19106719,448110947937165312,Bernhardtbeach,POS,0.5766235589981079
251425763,@MAS fuck Malaysia,448131133968900096,['448131133968900096'],2014-03-24T16:16:02.000Z,19106719,448110947937165312,Lonnie_Bird,NEG,0.9808911085128784
404629720,@MAS you were doing fairly well on crisis communications until this. A text to tell them their family member is dead? #epicfail,448129572358205440,['448129572358205440'],2014-03-24T16:09:50.000Z,19106719,448110947937165312,PenLK,NEG,0.9721936583518982
295530843,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/aonJUt8iXJ”",448129461150425088,['448129461150425088'],2014-03-24T16:09:24.000Z,19106719,448110947937165312,kemanggisan_,NEU,0.7128537893295288
96195070,@MAS,448128403439648768,['448128403439648768'],2014-03-24T16:05:11.000Z,19106719,448110947937165312,anichemartin,NEU,0.9518000483512878
60064730,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/qanJ4wT02Y”",448128120164347905,['448128120164347905'],2014-03-24T16:04:04.000Z,19106719,448110947937165312,keithlens,NEU,0.7190222144126892
2372198839,"@MAS 
malaysia-pm-tells-families-of-missing-jet-passenger-plane-is-lost-3-24-14
http://t.co/iOlINqokLq",448127640852246528,['448127640852246528'],2014-03-24T16:02:10.000Z,19106719,448110947937165312,obama74115205,NEG,0.8782665133476257
365964426,@MAS u done a good job..be strong!,448127617128865794,['448127617128865794'],2014-03-24T16:02:04.000Z,19106719,448110947937165312,Niza_Harniza,POS,0.9900047183036804
162919006,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/ilqmgPbmPD”",448127230539866112,['448127230539866112'],2014-03-24T16:00:32.000Z,19106719,448110947937165312,dwdd_1134kHz,NEU,0.7265279293060303
2399090041,@MAS,448127160306245632,['448127160306245632'],2014-03-24T16:00:15.000Z,19106719,448110947937165312,int06656811,NEU,0.9518000483512878
2390203566,"Rip :( “@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/onFEamuQAQ”",448127078370529280,['448127078370529280'],2014-03-24T15:59:55.000Z,19106719,448110947937165312,BernicePaulJR,NEG,0.6751229166984558
22305722,"""@MAS We humbly offer our sincere thoughts, prayers and condolences to everyone affected by #MH370 tragedy - http://t.co/wHdMsmG1CR",448126406606594048,['448126406606594048'],2014-03-24T15:57:15.000Z,19106719,448110947937165312,Niall_Ward,NEU,0.7296026349067688
1469328974,"@MAS Does your company have an ounce of intelligence, seriously. http://t.co/RWYvreTcFM",448124459472683008,['448124459472683008'],2014-03-24T15:49:31.000Z,19106719,448110947937165312,Fewnblyg,NEG,0.568438708782196
138984877,@MAS but the evidence that the plane crasheddd?..i hpee u can answer me....,448123415593885697,['448123415593885697'],2014-03-24T15:45:22.000Z,19106719,448110947937165312,farahkhan95,NEU,0.9538114666938782
2409179082,@MAS RIP to all ppl in MH370,448122626158776321,['448122626158776321'],2014-03-24T15:42:14.000Z,19106719,448110947937165312,Jukung888,NEU,0.9032012224197388
21527733,@MAS Me too but I still smell a rat. What was it doing that far off course? What do we actually KNOW about the debris?,448121781149122561,['448121781149122561'],2014-03-24T15:38:52.000Z,19106719,448110947937165312,thewr0ngchild,NEG,0.9163844585418701
1103224687,@MAS We need a reasonable exlains,448121254361706496,['448121254361706496'],2014-03-24T15:36:47.000Z,19106719,448110947937165312,UNDFTDLava,NEU,0.9664691090583801
805962906,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/ZQDxbIZieH”",448121160077557760,['448121160077557760'],2014-03-24T15:36:24.000Z,19106719,448110947937165312,nikkidelc,NEU,0.7050527334213257
535126567,@MAS there is still no physical proof. You've called it too early mas.,448120865071173632,['448120865071173632'],2014-03-24T15:35:14.000Z,19106719,448110947937165312,JoadieH,NEG,0.831777036190033
221752595,@MAS deepest condolences to affected families n crews of #MH370 .,448118987713282049,['448118987713282049'],2014-03-24T15:27:46.000Z,19106719,448110947937165312,vinaysalini,NEU,0.6313745975494385
240265143,@MAS please have MH370 memorial corner,448118436967632896,['448118436967632896'],2014-03-24T15:25:35.000Z,19106719,448110947937165312,normaejmle,NEU,0.9685035347938538
1456275666,@MAS takziah buat keluarga semua krew dan penumpang #MH370 . Alfatihah. Berita yg sungguh sedih buat kami 😥,448118352330776577,['448118352330776577'],2014-03-24T15:25:15.000Z,19106719,448110947937165312,jue_exora,NEU,0.8656272888183594
1614607454,@MAS 呵呵 去你大爷的,448116805513383936,['448116805513383936'],2014-03-24T15:19:06.000Z,19106719,448110947937165312,HitoHu,NEU,0.9490235447883606
