created_at,id,in_reply_to_user_id,text,edit_history_tweet_ids,conversation_id,author_id,author_name,label,score
2014-03-25T17:51:24.000Z,448517519020941312,19106719,@MAS prayers for them,['448517519020941312'],448110947937165312,2388242935,edgardg80,POS,0.6409028172492981
2014-03-25T13:05:18.000Z,448445519761653760,19106719,@MAS we offer our Sincere prayers to all the passenger &amp; crew of malaysian airlines MH370 condolence to all relatives ....,['448445519761653760'],448110947937165312,1416940544,odlanor88,NEU,0.7056733965873718
2014-03-25T12:56:36.000Z,448443331417083904,19106719,@MAS saya tetap ♥ MAS.,['448443331417083904'],448110947937165312,2177672006,ZairinIsmail,NEU,0.9747906923294067
2014-03-25T10:55:48.000Z,448412932318035968,19106719,@MAS may God put the repose of their soul into peace and eternity! http://t.co/3BPzZjnGRS,['448412932318035968'],448110947937165312,453843714,ShingShyne,POS,0.8174919486045837
2014-03-25T10:51:28.000Z,448411838477107200,19106719,@MAS my prayers and hope to all passengers that they are still alive,['448411838477107200'],448110947937165312,1958615208,JLayaoen,POS,0.7609038949012756
2014-03-25T10:31:06.000Z,448406713213800448,19106719,@MAS Ma-lie-sia!!!!!!!!!!!!!!,['448406713213800448'],448110947937165312,765680912,liran017,NEG,0.8844399452209473
2014-03-25T07:58:37.000Z,448368341015875584,19106719,@MAS condolence to the bereaved family..We are very sorry in your loss.:(,['448368341015875584'],448110947937165312,2433708881,mj_mag2007,NEG,0.6917611360549927
2014-03-25T06:36:38.000Z,448347708252643328,19106719,@MAS may all the soul be rest in peace...,['448347708252643328'],448110947937165312,2394027985,CenzonJun,POS,0.8734581470489502
2014-03-25T05:59:16.000Z,448338307047358464,19106719,"@MAS Heartfelt condolences to the Malaysian Airlines team as well. To our beloved MAS CEO Mr Ahmad Jauhari, pls stay strong sir.",['448338307047358464'],448110947937165312,88937817,khazian,POS,0.971972644329071
2014-03-25T05:13:04.000Z,448326680721907712,19106719,@MAS,['448326680721907712'],448110947937165312,2181112129,Meilannie2,NEU,0.9518000483512878
2014-03-25T05:12:28.000Z,448326526392475648,19106719,@MAS condolences from Ph people...,['448326526392475648'],448110947937165312,60636761,TOORK,NEU,0.6442219018936157
2014-03-25T05:04:18.000Z,448324474941624322,19106719,@MAS,['448324474941624322'],448110947937165312,797426359,butch040183,NEU,0.9518000483512878
2014-03-25T04:51:02.000Z,448321134212030464,19106719,@MAS sad...condolence to the family..,['448321134212030464'],448110947937165312,2314442077,kirara1411,NEG,0.9492078423500061
2014-03-25T04:44:48.000Z,448319565957566464,19106719,@MAS we offer our prayers to the victims and their families,['448319565957566464'],448110947937165312,143705849,youarehealed,NEU,0.7729540467262268
2014-03-25T04:42:13.000Z,448318916092116996,19106719,@MAS stay strong God will provide all the answers... Our prayers from Philippines,['448318916092116996'],448110947937165312,917646794,nozomifaith0126,POS,0.9179266095161438
2014-03-25T03:44:25.000Z,448304369071841281,19106719,@MAS I humbly fuck you,['448304369071841281'],448110947937165312,90543426,moneky719,NEG,0.9817772507667542
2014-03-25T02:24:05.000Z,448284154950868992,19106719,@MAS We need the truth!!!,['448284154950868992'],448110947937165312,631547714,kellerdutoo,NEU,0.8568075895309448
2014-03-25T01:52:41.000Z,448276249752788992,19106719,@MAS,['448276249752788992'],448110947937165312,2267333833,jubinmathew008,NEU,0.9518000483512878
2014-03-25T01:28:35.000Z,448270184722092033,19106719,"“@MAS: We humbly offer our sincere thoughts, prayers
&amp; condolences 2 every1 affected by #MH370 tragedy"" at least families can now hv closure",['448270184722092033'],448110947937165312,406290393,bevng1971,POS,0.5371495485305786
2014-03-25T01:18:35.000Z,448267668307460096,19106719,@MAS How the hell does something like this happen! My heart breaks for the families &amp; passengers. Just awful! I can't believe it! 💔😢,['448267668307460096'],448110947937165312,252150806,RubyTeuzday,NEG,0.98509281873703
2014-03-24T22:21:42.000Z,448223155467726849,19106719,@MAS MAS as international carrier and reputable airline should make an all out check up on all their aircraft captains and co-pilots!,['448223155467726849'],448110947937165312,1354118108,yem0462,NEU,0.8818444609642029
2014-03-24T22:09:17.000Z,448220031009456129,19106719,@MAS keep working to FIND IT!! Closure would be the best gift you could give the families #M370,['448220031009456129'],448110947937165312,43964874,poliquest,POS,0.6492363810539246
2014-03-24T20:38:11.000Z,448197104293658626,19106719,@MAS your murders,['448197104293658626'],448110947937165312,411659444,kidinamoto,NEG,0.9774917960166931
2014-03-24T20:18:33.000Z,448192162467823616,19106719,@MAS :( my condolences to all affected n their family n frnds!! RIP!,['448192162467823616'],448110947937165312,155136946,ChikooA1,NEG,0.9560285210609436
2014-03-24T19:38:13.000Z,448182014337089536,19106719,@MAS what are you trying to hide?,['448182014337089536'],448110947937165312,212544783,Weiyi_Wu,NEU,0.9610066413879395
2014-03-24T17:59:58.000Z,448157289422540800,19106719,"@MAS what we need more is clear, logic, and complete chain of truth and proofs.",['448157289422540800'],448110947937165312,1275678547,maoliang900824,NEU,0.96189945936203
2014-03-24T16:49:08.000Z,448139461969604608,19106719,@MAS heart breaking so sad #crying,['448139461969604608'],448110947937165312,50731557,idworld1975,NEG,0.9825401902198792
2014-03-24T16:41:08.000Z,448137449114304512,19106719,"@MAS Sending my deepest condolences, thoughts &amp; prayers to the victims &amp; their families involved. This is really devastating. :-( -_-",['448137449114304512'],448110947937165312,135435635,djsammyt0917,NEG,0.9809000492095947
2014-03-24T16:37:22.000Z,448136499494526977,19106719,@MAS our deepest condolences from aching hearts from the Philippines. We are sincerely saddened by your loss. God bless your team.,['448136499494526977'],448110947937165312,171553344,AngeliPV,NEU,0.6621600985527039
2014-03-24T16:28:40.000Z,448134310650867712,19106719,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/8rUBzhE8db”",['448134310650867712'],448110947937165312,2408321814,lilszz,NEU,0.716444730758667
2014-03-24T16:21:34.000Z,448132526368772097,19106719,@MAS prayers!,['448132526368772097'],448110947937165312,1348029342,Bernhardtbeach,POS,0.5766235589981079
2014-03-24T16:16:02.000Z,448131133968900096,19106719,@MAS fuck Malaysia,['448131133968900096'],448110947937165312,251425763,Lonnie_Bird,NEG,0.9808911085128784
2014-03-24T16:09:50.000Z,448129572358205440,19106719,@MAS you were doing fairly well on crisis communications until this. A text to tell them their family member is dead? #epicfail,['448129572358205440'],448110947937165312,404629720,PenLK,NEG,0.9721936583518982
2014-03-24T16:09:24.000Z,448129461150425088,19106719,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/aonJUt8iXJ”",['448129461150425088'],448110947937165312,295530843,kemanggisan_,NEU,0.7128537893295288
2014-03-24T16:05:11.000Z,448128403439648768,19106719,@MAS,['448128403439648768'],448110947937165312,96195070,anichemartin,NEU,0.9518000483512878
2014-03-24T16:04:04.000Z,448128120164347905,19106719,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/qanJ4wT02Y”",['448128120164347905'],448110947937165312,60064730,keithlens,NEU,0.7190222144126892
2014-03-24T16:02:10.000Z,448127640852246528,19106719,"@MAS 
malaysia-pm-tells-families-of-missing-jet-passenger-plane-is-lost-3-24-14
http://t.co/iOlINqokLq",['448127640852246528'],448110947937165312,2372198839,obama74115205,NEG,0.8782665133476257
2014-03-24T16:02:04.000Z,448127617128865794,19106719,@MAS u done a good job..be strong!,['448127617128865794'],448110947937165312,365964426,Niza_Harniza,POS,0.9900047183036804
2014-03-24T16:00:32.000Z,448127230539866112,19106719,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/ilqmgPbmPD”",['448127230539866112'],448110947937165312,162919006,dwdd_1134kHz,NEU,0.7265279293060303
2014-03-24T16:00:15.000Z,448127160306245632,19106719,@MAS,['448127160306245632'],448110947937165312,2399090041,int06656811,NEU,0.9518000483512878
2014-03-24T15:59:55.000Z,448127078370529280,19106719,"Rip :( “@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/onFEamuQAQ”",['448127078370529280'],448110947937165312,2390203566,BernicePaulJR,NEG,0.6751229166984558
2014-03-24T15:57:15.000Z,448126406606594048,19106719,"""@MAS We humbly offer our sincere thoughts, prayers and condolences to everyone affected by #MH370 tragedy - http://t.co/wHdMsmG1CR",['448126406606594048'],448110947937165312,22305722,Niall_Ward,NEU,0.7296026349067688
2014-03-24T15:49:31.000Z,448124459472683008,19106719,"@MAS Does your company have an ounce of intelligence, seriously. http://t.co/RWYvreTcFM",['448124459472683008'],448110947937165312,1469328974,Fewnblyg,NEG,0.568438708782196
2014-03-24T15:45:22.000Z,448123415593885697,19106719,@MAS but the evidence that the plane crasheddd?..i hpee u can answer me....,['448123415593885697'],448110947937165312,138984877,farahkhan95,NEU,0.9538114666938782
2014-03-24T15:42:14.000Z,448122626158776321,19106719,@MAS RIP to all ppl in MH370,['448122626158776321'],448110947937165312,2409179082,Jukung888,NEU,0.9032012224197388
2014-03-24T15:38:52.000Z,448121781149122561,19106719,@MAS Me too but I still smell a rat. What was it doing that far off course? What do we actually KNOW about the debris?,['448121781149122561'],448110947937165312,21527733,thewr0ngchild,NEG,0.9163844585418701
2014-03-24T15:36:47.000Z,448121254361706496,19106719,@MAS We need a reasonable exlains,['448121254361706496'],448110947937165312,1103224687,UNDFTDLava,NEU,0.9664691090583801
2014-03-24T15:36:24.000Z,448121160077557760,19106719,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/ZQDxbIZieH”",['448121160077557760'],448110947937165312,805962906,nikkidelc,NEU,0.7050527334213257
2014-03-24T15:35:14.000Z,448120865071173632,19106719,@MAS there is still no physical proof. You've called it too early mas.,['448120865071173632'],448110947937165312,535126567,JoadieH,NEG,0.831777036190033
2014-03-24T15:27:46.000Z,448118987713282049,19106719,@MAS deepest condolences to affected families n crews of #MH370 .,['448118987713282049'],448110947937165312,221752595,vinaysalini,NEU,0.6313745975494385
2014-03-24T15:25:35.000Z,448118436967632896,19106719,@MAS please have MH370 memorial corner,['448118436967632896'],448110947937165312,240265143,normaejmle,NEU,0.9685035347938538
2014-03-24T15:25:15.000Z,448118352330776577,19106719,@MAS takziah buat keluarga semua krew dan penumpang #MH370 . Alfatihah. Berita yg sungguh sedih buat kami 😥,['448118352330776577'],448110947937165312,1456275666,jue_exora,NEU,0.8656272888183594
2014-03-24T15:19:06.000Z,448116805513383936,19106719,@MAS 呵呵 去你大爷的,['448116805513383936'],448110947937165312,1614607454,HitoHu,NEU,0.9490235447883606
2014-03-24T15:18:02.000Z,448116536914370560,19106719,"RT @MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/sYcZmvKFmh”",['448116536914370560'],448110947937165312,39694657,emilya1128,NEU,0.7056531310081482
2014-03-24T15:16:53.000Z,448116245334736896,19106719,@MAS i dont know what to say..so sad..takziah,['448116245334736896'],448110947937165312,1044862952,terry80lee,NEG,0.9798857569694519
2014-03-24T15:14:59.000Z,448115768073658368,19106719,@MAS may their soul rest in peace bt the blame is not to put on cpt #zaharie....possibly a hijack http://t.co/up3lo91Wnn,['448115768073658368'],448110947937165312,1026624079,Chisopapodolski,NEU,0.8483493328094482
