text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
@flyethiopian https://t.co/gF7Mbj7I1B,334032462,"2 March 2019, 11:22:27 PM",1101450503475683333,1101880454955913216,['1101880454955913216'],1094693470747402241,Neguker1,NEU,0.9382120370864868
@flyethiopian Hoping to fly MPM Pol with u one day,334032462,"2 March 2019, 6:18:21 PM",1101450503475683333,1101803926402277376,['1101803926402277376'],987722526,PaulPchikwanda,POS,0.9007309079170227
@flyethiopian Congratulations THE NEW SPIRIT OF AFRICA.,334032462,"2 March 2019, 3:00:58 PM",1101450503475683333,1101754253910204417,['1101754253910204417'],819850936050941952,fekadesilase16,POS,0.9884759187698364
"@flyethiopian @africaupdates Great stride, right direction go go #MyAfrica",334032462,"2 March 2019, 10:47:38 AM",1101450503475683333,1101690501068189696,['1101690501068189696'],1100683592634720256,TapiwanasheBwa1,POS,0.9824308753013611
"@flyethiopian Congratulations, proud of ethiopian airlines!!!",334032462,"2 March 2019, 3:29:23 AM",1101450503475683333,1101580213098553345,['1101580213098553345'],1091304392203137025,Tewodro96261276,POS,0.9923580288887024
@flyethiopian Great!,334032462,"1 March 2019, 11:57:54 PM",1101450503475683333,1101526991797399555,['1101526991797399555'],805702995631542272,AshebirGizaw1,POS,0.9907268285751343
"@flyethiopian @muluhaileg Double standard Airlines. 
❌Stop your sponsorship to the Genocide Media and fake news media of 2018 #ESAT",334032462,"1 March 2019, 9:08:10 PM",1101450503475683333,1101484274837086211,['1101484274837086211'],1028619837998858242,MusiSoliyana,NEG,0.9781346321105957
"@flyethiopian Ethiopia Airlines, Africa's pride!",334032462,"1 March 2019, 7:42:47 PM",1101450503475683333,1101462787195310080,['1101462787195310080'],1969958834,WediTig,POS,0.8203667998313904
@flyethiopian Proud of flyethiopian!,334032462,"1 March 2019, 7:01:10 PM",1101450503475683333,1101452313552658432,['1101452313552658432'],1098937042703212544,SolomonTaye17,POS,0.9918255805969238
@flyethiopian Congratulations!!!,334032462,"1 March 2019, 7:00:01 PM",1101450503475683333,1101452025030692864,['1101452025030692864'],974995225792872448,StellaMaris268,POS,0.9906463623046875
