text,in_reply_to_user_id,created_at,conversation_id,id,edit_history_tweet_ids,author_id,author_name,label,score
@flyethiopian Proud of u girls ....show z world we are z best,334032462,"10 March 2019, 11:40:52 AM",1103932375229116417,1104602998938972162,['1104602998938972162'],1090827911081414656,AbdellaBakir,POS,0.9924225211143494
@flyethiopian Very proud of them &amp; the Airline!,334032462,"9 March 2019, 10:41:36 PM",1103932375229116417,1104406891600535554,['1104406891600535554'],1662599244,AgerWodad,POS,0.9924569129943848
@flyethiopian I am proud to see ETHIOPIAN Airlines all women flight crews on International women ‘s day to Oslo.Happy to see Hirut Teferi.,334032462,"9 March 2019, 6:07:17 PM",1103932375229116417,1104337859564187649,['1104337859564187649'],992255298,BirhanuGebreyes,POS,0.9917480945587158
@flyethiopian Proud to be part of this flight,334032462,"9 March 2019, 5:35:24 PM",1103932375229116417,1104329832085815298,['1104329832085815298'],110392692,Kedir_Adem94,POS,0.9923790693283081
@flyethiopian Congratulation to the flight crew.,334032462,"9 March 2019, 4:05:33 PM",1103932375229116417,1104307222174154752,['1104307222174154752'],872622285659688960,DaruBest,POS,0.985285222530365
@flyethiopian Ethiopian Airlines - the best in African by far! Well done to the Girls &amp; for doing this every year. May the force be with you!!,334032462,"9 March 2019, 12:32:40 PM",1103932375229116417,1104253646869540864,['1104253646869540864'],614154325,eaogu,POS,0.992676854133606
@flyethiopian Its amizing day for Eithiopean women congratulaution.,334032462,"9 March 2019, 4:44:50 AM",1103932375229116417,1104135915163738114,['1104135915163738114'],914747555082145792,MyInfo94720810,POS,0.9910603165626526
@flyethiopian This country is setting good example for many others in the region! Good job Flyethiopia,334032462,"9 March 2019, 3:04:52 AM",1103932375229116417,1104110756986015744,['1104110756986015744'],1088048824436834304,Abdu58804844,POS,0.9906398057937622
@flyethiopian 💚💛❤️,334032462,"9 March 2019, 1:52:52 AM",1103932375229116417,1104092638859485184,['1104092638859485184'],771787169933434880,MikaelAfomia,NEU,0.9662548303604126
@flyethiopian እረ ህገመንግስቱ ተጥሷል፤ባንዲራው እኮ ኮከብ የለውም። https://t.co/uHHFhhNen7,334032462,"9 March 2019, 1:14:18 AM",1103932375229116417,1104082930446618624,['1104082930446618624'],2255451362,melakushitaye,NEU,0.9712618589401245
"@flyethiopian 🧘‍♀️One day I will get to fly with those beautiful , elegant , talented Geniuses .",334032462,"9 March 2019, 12:50:38 AM",1103932375229116417,1104076976011264000,['1104076976011264000'],206764753,Chielozo,POS,0.9850919842720032
@flyethiopian A good day to fly,334032462,"9 March 2019, 12:25:45 AM",1103932375229116417,1104070714016055296,['1104070714016055296'],2850013240,Ehu3rd,POS,0.9816595911979675
@flyethiopian This is a clear indication that our ladies are force to reckon with not only in aviation but also in other spheres. Congratulations,334032462,"9 March 2019, 12:16:50 AM",1103932375229116417,1104068469971189760,['1104068469971189760'],3360069676,aulymaries,POS,0.9898629188537598
@flyethiopian @addisstandard I am proud of Ethiopian Airlines women's,334032462,"8 March 2019, 11:03:16 PM",1103932375229116417,1104049957898727424,['1104049957898727424'],1026302749925945344,TamratMesrak,POS,0.9901120066642761
@flyethiopian You guys are GREAT!,334032462,"8 March 2019, 10:56:11 PM",1103932375229116417,1104048172677107717,['1104048172677107717'],954802662838587393,kabbiazi,POS,0.9928069114685059
"@flyethiopian I am so happy to read this news on the front line of the national news paper in Oslo, Norway. I live in Oslo. So Proud of u girls. 👍🏼😍",334032462,"8 March 2019, 10:51:00 PM",1103932375229116417,1104046869037101057,['1104046869037101057'],1030200237602877440,girma_shewa,POS,0.9928776621818542
"@flyethiopian Kudos Ladies! 
@flyethiopian 
#Ethiopia 
#Allwomenoperated 
#InternationalWomansDay 
#oslo 
💚💛♥️ https://t.co/OKAdQMZszI",334032462,"8 March 2019, 8:41:48 PM",1103932375229116417,1104014355392131072,['1104014355392131072'],348755850,myEthiopiaa,POS,0.9879763722419739
@flyethiopian Wonderful...love this❤️❤️❤️,334032462,"8 March 2019, 6:35:41 PM",1103932375229116417,1103982617798553600,['1103982617798553600'],399735688,MsTia228,POS,0.9927235245704651
"@flyethiopian This is the best way to celebrate HER.
#IWD2019",334032462,"8 March 2019, 5:21:34 PM",1103932375229116417,1103963962943684608,['1103963962943684608'],23573420,travelhouseuk,POS,0.9929798245429993
